osm_type,osm_id,lat,lon,name,amenity,shop,tourism,leisure,office,public_transport,railway,highway,service_category
node,27607230,41.8043175,-87.7036888,Kedzie,,,,,,stop_position,stop,,transit
node,27607248,41.8046438,-87.6836628,Western,,,,,,stop_position,stop,,transit
node,354106280,41.7723239,-87.6708263,Golgotha School,school,,,,,,,,education
node,354119589,41.8297552,-87.6728304,Longfellow School,school,,,,,,,,education
node,354120955,41.7846309,-87.7054796,Nazareth School,school,,,,,,,,education
node,354131407,41.8153439,-87.6947946,Peace Lutheran School,school,,,,,,,,education
node,354136384,41.7928096,-87.7041328,Saint Gall School,school,,,,,,,,education
node,354146775,41.7655891,-87.6694951,Benedict the African School,school,,,,,,,,education
node,354230735,41.7850574,-87.6660251,Charles Harrison Mason Bible College,school,,,,,,,,education
node,354234795,41.7942,-87.6697737,Mays School,school,,,,,,,,education
node,354234850,41.7764135,-87.7033406,Magic Mirror Learning Center,school,,,,,,,,education
node,354235957,41.7692001,-87.6831069,Nationwide Trucking School,driving_school,,,,,,,,other_service
node,354236306,41.8086441,-87.6858858,Little Peoples Nursery School,school,,,,,,,,education
node,354237936,41.8151973,-87.697119,Franciscan Sisters School,school,,,,,,,,education
node,354245575,41.7850414,-87.6658079,Philadelphia Church of God in Christ School,school,,,,,,,,education
node,354246712,41.8147551,-87.6972752,Holy Martyrs School,school,,,,,,,,education
node,354259289,41.8253109,-87.6669967,Felician Sisters School,school,,,,,,,,education
node,354272088,41.7862315,-87.6930723,Study Progress School,school,,,,,,,,education
node,705736885,41.8297329,-87.6801802,35th/Archer,,,,,,stop_position,stop,,transit
node,1280939559,41.8043897,-87.7050152,Kedzie,,,,,,stop_position,stop,,transit
node,1699222286,41.8238296,-87.6887021,Tio Luis,restaurant,,,,,,,,food_drink
node,1895426593,41.8282214,-87.7050632,36th Street & Kedzie Terminal,,,,,,stop_position,,,transit
node,2001851198,41.8324359,-87.6755413,La Palapa Mariscos,restaurant,,,,,,,,food_drink
node,2001852056,41.831001,-87.6761045,Cermak Fresh Market,,supermarket,,,,,,,retail
node,2016950589,41.8047216,-87.6849886,Western,,,,,,stop_position,stop,,transit
node,2016969839,41.8291429,-87.6813133,35th/Archer,,,,,,stop_position,stop,,transit
node,2274247594,41.8033885,-87.7057244,Aldi,,supermarket,,,,,,,retail
node,2352761134,41.807559,-87.7053678,Pete's Market,,supermarket,,,,,,,retail
node,2361072389,41.8079823,-87.7032891,Dunkin',fast_food,,,,,,,,food_drink
node,3191114166,41.7788191,-87.7022372,Tacos Villa,restaurant,,,,,,,,food_drink
node,3732382569,41.8261501,-87.6989187,Brighton Park Maintenance Facility,,,,,,,service_station,,transit
node,3813420245,41.7784408,-87.7033921,Kedzie & 63rd Place Terminal,,,,,,platform,,bus_stop,transit
node,3825932401,41.8282188,-87.705128,36th Street & Kedzie Terminal,,,,,,platform,,bus_stop,transit
node,3859138097,41.7709967,-87.6912827,,,,artwork,,,,,,tourism
node,3909019470,41.8053463,-87.6840981,Western Orange Line Station,,,,,,platform,,bus_stop,transit
node,4348192793,41.7714352,-87.7034306,MLK Living Memorial,,,artwork,,,,,,tourism
node,4376789540,41.7681569,-87.6832026,Western & 69th Street,,,,,,platform,,bus_stop,transit
node,4376789541,41.7682921,-87.6809555,69th Street & Oakley,,,,,,platform,,bus_stop,transit
node,4376789542,41.7684511,-87.6834939,Western & 69th Street,,,,,,platform,,bus_stop,transit
node,4376789543,41.7650197,-87.6831103,Western & 71st Street,,,,,,platform,,bus_stop,transit
node,4376789544,41.7685963,-87.6662085,69th Street & Paulina,,,,,,platform,,bus_stop,transit
node,4376789545,41.7646461,-87.6904288,71st Street & Washtenaw,,,,,,platform,,bus_stop,transit
node,4376789546,41.7685191,-87.6739333,69th Street & Damen,,,,,,platform,,bus_stop,transit
node,4376789547,41.7645508,-87.6830811,Western & 71st Street,,,,,,platform,,bus_stop,transit
node,4376789548,41.7648712,-87.6834135,Western & 71st Street,,,,,,platform,,bus_stop,transit
node,4376789549,41.7684597,-87.6664911,69th Street & Paulina,,,,,,platform,,bus_stop,transit
node,4376789550,41.7645941,-87.6858274,71st Street & Campbell,,,,,,platform,,bus_stop,transit
node,4376789551,41.7647252,-87.6855512,71st Street & Campbell,,,,,,platform,,bus_stop,transit
node,4376789552,41.7644666,-87.6928371,71st Street & California,,,,,,platform,,bus_stop,transit
node,4376789553,41.768369,-87.6733661,69th Street & Damen,,,,,,platform,,bus_stop,transit
node,4376789554,41.7684321,-87.680691,69th Street & Oakley,,,,,,platform,,bus_stop,transit
node,4376789555,41.768218,-87.6737261,Damen & 69th Street,,,,,,platform,,bus_stop,transit
node,4376789556,41.7646213,-87.6928481,71st Street & California,,,,,,platform,,bus_stop,transit
node,4376789557,41.7685801,-87.6686453,69th Street & Wood,,,,,,platform,,bus_stop,transit
node,4376789558,41.7645481,-87.6882763,71st Street & Rockwell,,,,,,platform,,bus_stop,transit
node,4376789560,41.7683732,-87.6737924,69th Street & Damen,,,,,,platform,,bus_stop,transit
node,4376789561,41.7683101,-87.6735202,Damen & 69th Street,,,,,,platform,,bus_stop,transit
node,4376789562,41.7685511,-87.6710633,69th Street & Wolcott,,,,,,platform,,bus_stop,transit
node,4376789563,41.7646921,-87.6879987,71st Street & Rockwell,,,,,,platform,,bus_stop,transit
node,4376789564,41.7683502,-87.676213,69th Street & Hoyne,,,,,,platform,,bus_stop,transit
node,4376789565,41.768424,-87.6689403,69th Street & Wood,,,,,,platform,,bus_stop,transit
node,4376789566,41.7680598,-87.6834972,Western & 69th Street,,,,,,platform,,bus_stop,transit
node,4376789567,41.7645199,-87.6907255,71st Street & Washtenaw,,,,,,platform,,bus_stop,transit
node,4376789568,41.768487,-87.6759476,69th Street & Hoyne,,,,,,platform,,bus_stop,transit
node,4376789569,41.7684038,-87.671354,69th Street & Wolcott,,,,,,platform,,bus_stop,transit
node,4376795773,41.7644301,-87.6956202,71st Street & Francisco,,,,,,platform,,bus_stop,transit
node,4376795774,41.7644988,-87.7025198,71st Street & Kedzie,,,,,,platform,,bus_stop,transit
node,4376795775,41.76432,-87.7025188,71st Street & Kedzie,,,,,,platform,,bus_stop,transit
node,4376795776,41.7645053,-87.7005134,71st Street & Albany,,,,,,platform,,bus_stop,transit
node,4376795777,41.7644274,-87.7051112,71st Street & Spaulding,,,,,,platform,,bus_stop,transit
node,4376795778,41.7641715,-87.7129476,71st Street & Central Park,,,,,,platform,,bus_stop,transit
node,4376795779,41.7643533,-87.7004999,71st Street & Albany,,,,,,platform,,bus_stop,transit
node,4376795780,41.7647187,-87.7026789,Kedzie & 71st Street,,,,,,platform,,bus_stop,transit
node,4376795781,41.7645573,-87.7029521,Kedzie & 71st Street,,,,,,platform,,bus_stop,transit
node,4376795782,41.7643482,-87.7102314,71st Street & St. Louis,,,,,,platform,,bus_stop,transit
node,4376795783,41.7644061,-87.6974468,71st Street & Sacramento,,,,,,platform,,bus_stop,transit
node,4376795784,41.7645507,-87.697732,71st Street & Sacramento,,,,,,platform,,bus_stop,transit
node,4376795785,41.7643185,-87.712335,71st Street & Central Park,,,,,,platform,,bus_stop,transit
node,4376795786,41.7643844,-87.707557,71st Street & Homan,,,,,,platform,,bus_stop,transit
node,4376795787,41.7642219,-87.7097769,71st Street & St. Louis,,,,,,platform,,bus_stop,transit
node,4376795788,41.7645783,-87.6955396,71st Street & Francisco,,,,,,platform,,bus_stop,transit
node,4376798989,41.7642906,-87.7049233,71st Street & Spaulding,,,,,,platform,,bus_stop,transit
node,4376798990,41.7642505,-87.7073587,71st Street & Homan,,,,,,platform,,bus_stop,transit
node,4376827504,41.7642754,-87.7149229,71st Street & Lawndale,,,,,,platform,,bus_stop,transit
node,4376827517,41.7641499,-87.7146183,71st Street & Lawndale,,,,,,platform,,bus_stop,transit
node,4426124953,41.8078383,-87.6773308,Back of the Yards Branch Library,library,,,,,,,,education
node,4627637071,41.7594611,-87.6739535,74th Street & Damen Terminal,,,,,,platform,,bus_stop,transit
node,4686225771,41.7595003,-87.6659674,74th Street & Paulina,,,,,,platform,,bus_stop,transit
node,4686225774,41.7594379,-87.6708305,74th Street & Wolcott,,,,,,platform,,bus_stop,transit
node,4686225778,41.7592861,-87.6707806,74th Street & Wolcott,,,,,,platform,,bus_stop,transit
node,4686225785,41.7594802,-87.6683492,74th Street & Wood,,,,,,platform,,bus_stop,transit
node,4686225786,41.759312,-87.6687327,74th Street & Wood,,,,,,platform,,bus_stop,transit
node,4686225788,41.7593591,-87.6662205,74th Street & Paulina,,,,,,platform,,bus_stop,transit
node,4686226299,41.7592738,-87.67303,74th Street & Damen,,,,,,platform,,bus_stop,transit
node,4707766219,41.779302,-87.6686855,63rd Street & Wood,,,,,,platform,,bus_stop,transit
node,4707766232,41.779333,-87.6668495,63rd Street & Paulina,,,,,,platform,,bus_stop,transit
node,4707766233,41.779487,-87.6689161,63rd Street & Wood,,,,,,platform,,bus_stop,transit
node,4707766243,41.7794448,-87.6713438,63rd Street & Wolcott,,,,,,platform,,bus_stop,transit
node,4707766247,41.7792229,-87.6742564,63rd Street & Damen,,,,,,platform,,bus_stop,transit
node,4707766252,41.779523,-87.6664941,63rd Street & Paulina,,,,,,platform,,bus_stop,transit
node,4707766253,41.7792609,-87.671655,63rd Street & Wolcott,,,,,,platform,,bus_stop,transit
node,4707766269,41.7794025,-87.6742774,63rd Street & Damen,,,,,,platform,,bus_stop,transit
node,4708005804,41.7792649,-87.7030285,Kedzie & 63rd Street,,,,,,platform,,bus_stop,transit
node,4708005808,41.7791285,-87.6812233,63rd Street & Oakley,,,,,,platform,,bus_stop,transit
node,4708005809,41.779097,-87.6831613,63rd Street & Western,,,,,,platform,,bus_stop,transit
node,4708005811,41.7789225,-87.7008324,63rd Street & Albany,,,,,,platform,,bus_stop,transit
node,4708005812,41.7789909,-87.7077975,63rd Street & Homan,,,,,,platform,,bus_stop,transit
node,4708005816,41.7788085,-87.7081208,63rd Street & Homan,,,,,,platform,,bus_stop,transit
node,4708005817,41.778777,-87.7101148,63rd Street & St. Louis,,,,,,platform,,bus_stop,transit
node,4708005828,41.7790683,-87.6911014,63rd Street & Washtenaw,,,,,,platform,,bus_stop,transit
node,4708005833,41.7788459,-87.705706,63rd Street & Spaulding,,,,,,platform,,bus_stop,transit
node,4708005834,41.7790409,-87.693056,63rd Street & California,,,,,,platform,,bus_stop,transit
node,4708005835,41.7792013,-87.6937797,63rd Street & California,,,,,,platform,,bus_stop,transit
node,4708005837,41.779383,-87.6761987,63rd Street & Hoyne,,,,,,platform,,bus_stop,transit
node,4708005841,41.7790299,-87.7054277,63rd Street & Spaulding,,,,,,platform,,bus_stop,transit
node,4708005843,41.7788729,-87.7033852,63rd Street & Kedzie,,,,,,platform,,bus_stop,transit
node,4708005845,41.779098,-87.7005558,63rd Street & Albany,,,,,,platform,,bus_stop,transit
node,4708005846,41.7791959,-87.6764868,63rd Street & Hoyne,,,,,,platform,,bus_stop,transit
node,4708005848,41.7791375,-87.686218,63rd Street & Campbell,,,,,,platform,,bus_stop,transit
node,4708005850,41.7792772,-87.6832101,63rd Street & Western,,,,,,platform,,bus_stop,transit
node,4708005857,41.778911,-87.7126227,63rd Street & Central Park,,,,,,platform,,bus_stop,transit
node,4708005858,41.778951,-87.7102087,63rd Street & St. Louis,,,,,,platform,,bus_stop,transit
node,4708005862,41.779277,-87.6889602,63rd Street & Rockwell,,,,,,platform,,bus_stop,transit
node,4708005863,41.7789589,-87.6984097,63rd Street & Sacramento,,,,,,platform,,bus_stop,transit
node,4708005864,41.7787308,-87.7124457,63rd Street & Central Park,,,,,,platform,,bus_stop,transit
node,4708005865,41.779145,-87.6981173,63rd Street & Sacramento,,,,,,platform,,bus_stop,transit
node,4708005866,41.778999,-87.6959769,63rd Street & Francisco,,,,,,platform,,bus_stop,transit
node,4708005868,41.779253,-87.6908324,63rd Street & Washtenaw,,,,,,platform,,bus_stop,transit
node,4708005869,41.779175,-87.6956845,63rd Street & Francisco,,,,,,platform,,bus_stop,transit
node,4708005876,41.7793087,-87.6809868,63rd Street & Oakley,,,,,,platform,,bus_stop,transit
node,4708005877,41.7786938,-87.7032377,Kedzie & 63rd Street,,,,,,platform,,bus_stop,transit
node,4708005880,41.7786969,-87.7149589,63rd Street & Lawndale,,,,,,platform,,bus_stop,transit
node,4708005881,41.7790578,-87.7034281,63rd Street & Kedzie,,,,,,platform,,bus_stop,transit
node,4708005883,41.7793167,-87.6859489,63rd Street & Campbell,,,,,,platform,,bus_stop,transit
node,4708005885,41.779101,-87.6881341,63rd Street & Rockwell,,,,,,platform,,bus_stop,transit
node,4730192543,41.830676,-87.665748,Ashland & 35th Street,,,,,,platform,,bus_stop,transit
node,4730192544,41.8303462,-87.6653837,Ashland & 35th Street,,,,,,platform,,bus_stop,transit
node,4730192545,41.8226249,-87.6655146,Ashland & Pershing,,,,,,platform,,bus_stop,transit
node,4730192552,41.8265654,-87.6656455,Ashland & 37th Street,,,,,,platform,,bus_stop,transit
node,4730192565,41.8344181,-87.6655203,Ashland & 33rd Street,,,,,,platform,,bus_stop,transit
node,4730192567,41.834318,-87.6658137,Ashland & 33rd Street,,,,,,platform,,bus_stop,transit
node,4810816769,41.8051178,-87.6745128,Damen & 49th Street,,,,,,platform,,bus_stop,transit
node,4810816771,41.7756072,-87.6737071,Damen & 65th Street,,,,,,platform,,bus_stop,transit
node,4810816772,41.8085957,-87.6751666,47th Street & Damen,,,,,,platform,,bus_stop,transit
node,4810816775,41.7828758,-87.6739104,Damen & 61st Street,,,,,,platform,,bus_stop,transit
node,4810816777,41.7942026,-87.6741957,Damen & Garfield,,,,,,platform,,bus_stop,transit
node,4810816779,41.8049788,-87.6746884,Damen & 49th Street,,,,,,platform,,bus_stop,transit
node,4810816780,41.7867439,-87.6742018,Damen & 59th Street,,,,,,platform,,bus_stop,transit
node,4810816785,41.7703618,-87.6737817,Damen & 68th Street,,,,,,platform,,bus_stop,transit
node,4810816786,41.7993635,-87.6743452,Damen & 52nd Street,,,,,,platform,,bus_stop,transit
node,4810816787,41.7667485,-87.6736881,Damen & 70th Street,,,,,,platform,,bus_stop,transit
node,4810816788,41.7791725,-87.6738091,Damen & 63rd Street,,,,,,platform,,bus_stop,transit
node,4810816789,41.8085679,-87.6845471,Western & 47th Street,,,,,,platform,,bus_stop,transit
node,4810816790,41.770156,-87.6735809,Damen & 68th Street,,,,,,platform,,bus_stop,transit
node,4810816792,41.7864547,-87.6739962,Damen & 59th Street,,,,,,platform,,bus_stop,transit
node,4810816793,41.777629,-87.6739698,Damen & 64th Street,,,,,,platform,,bus_stop,transit
node,4810816794,41.7774195,-87.6737581,Damen & 64th Street,,,,,,platform,,bus_stop,transit
node,4810816795,41.7718539,-87.6738216,Damen & Marquette,,,,,,platform,,bus_stop,transit
node,4810816796,41.7628863,-87.6733917,Damen & 72nd Street,,,,,,platform,,bus_stop,transit
node,4810816798,41.7646098,-87.6736376,Damen & 71st Street,,,,,,platform,,bus_stop,transit
node,4810816800,41.7977467,-87.6742942,Damen & 53rd Street,,,,,,platform,,bus_stop,transit
node,4810816801,41.7610656,-87.6733475,Damen & 73rd Street,,,,,,platform,,bus_stop,transit
node,4810816802,41.802947,-87.6744682,Damen & 50th Street,,,,,,platform,,bus_stop,transit
node,4810816805,41.7719216,-87.6736155,Damen & Marquette,,,,,,platform,,bus_stop,transit
node,4810816807,41.8009679,-87.6746174,Damen & 51st Street,,,,,,platform,,bus_stop,transit
node,4810816810,41.7612646,-87.6735541,Damen & 73rd Street,,,,,,platform,,bus_stop,transit
node,4810816814,41.795862,-87.6744659,Damen & 54th Street,,,,,,platform,,bus_stop,transit
node,4810816815,41.8010738,-87.6743934,Damen & 51st Street,,,,,,platform,,bus_stop,transit
node,4810816816,41.7650266,-87.6734569,Damen & 71st Street,,,,,,platform,,bus_stop,transit
node,4810816817,41.7933494,-87.6743814,Damen & Garfield,,,,,,platform,,bus_stop,transit
node,4810816818,41.7919886,-87.6741481,Damen & 56th Street,,,,,,platform,,bus_stop,transit
node,4810816819,41.8083587,-87.6834673,47th Street & Western Blvd,,,,,,platform,,bus_stop,transit
node,4810817723,41.7990454,-87.6745731,Damen & 52nd Street,,,,,,platform,,bus_stop,transit
node,4810817724,41.7901635,-87.6741069,Damen & 57th Street,,,,,,platform,,bus_stop,transit
node,4810817725,41.7595605,-87.6733167,Damen & 74th Street,,,,,,platform,,bus_stop,transit
node,4810817726,41.8082491,-87.6842899,Western & 47th Street,,,,,,platform,,bus_stop,transit
node,4810817729,41.7758196,-87.6739136,Damen & 65th Street,,,,,,platform,,bus_stop,transit
node,4810817730,41.7847063,-87.6739602,Damen & 60th Street,,,,,,platform,,bus_stop,transit
node,4810817735,41.8084464,-87.6748777,47th Street & Damen,,,,,,platform,,bus_stop,transit
node,4810817736,41.7849605,-87.6741628,Damen & 60th Street,,,,,,platform,,bus_stop,transit
node,4810817737,41.759088,-87.6734814,Damen & 74th Street,,,,,,platform,,bus_stop,transit
node,4810817738,41.7934261,-87.6741745,Damen & Garfield,,,,,,platform,,bus_stop,transit
node,4810817740,41.8084883,-87.6836632,47th Street & Western Blvd,,,,,,platform,,bus_stop,transit
node,4810817743,41.8085265,-87.6818307,47th Street & Oakley,,,,,,platform,,bus_stop,transit
node,4810817747,41.8083642,-87.6821204,47th Street & Oakley,,,,,,platform,,bus_stop,transit
node,4810817748,41.7903868,-87.674305,Damen & 57th Street,,,,,,platform,,bus_stop,transit
node,4810817750,41.8065783,-87.6745489,Damen & 48th Street,,,,,,platform,,bus_stop,transit
node,4810817752,41.7737921,-87.6736532,Damen & 66th Street,,,,,,platform,,bus_stop,transit
node,4810817753,41.797644,-87.6745336,Damen & 53rd Street,,,,,,platform,,bus_stop,transit
node,4810817757,41.7810592,-87.673862,Damen & 62nd Street,,,,,,platform,,bus_stop,transit
node,4810817760,41.7665135,-87.6734911,Damen & 70th Street,,,,,,platform,,bus_stop,transit
node,4810817763,41.808598,-87.6769229,47th Street & Hoyne,,,,,,platform,,bus_stop,transit
node,4810817769,41.7794547,-87.6740154,Damen & 63rd Street,,,,,,platform,,bus_stop,transit
node,4810817770,41.7830859,-87.674107,Damen & 61st Street,,,,,,platform,,bus_stop,transit
node,4810817771,41.773714,-87.6738622,Damen & 66th Street,,,,,,platform,,bus_stop,transit
node,4810817775,41.8084072,-87.6773162,47th Street & Hoyne,,,,,,platform,,bus_stop,transit
node,4810817777,41.7812668,-87.6740502,Damen & 62nd Street,,,,,,platform,,bus_stop,transit
node,4810817780,41.8031613,-87.6746482,Damen & 50th Street,,,,,,platform,,bus_stop,transit
node,4810817781,41.7940442,-87.6744315,Damen & Garfield,,,,,,platform,,bus_stop,transit
node,4810817782,41.7921976,-87.6743451,Damen & 56th Street,,,,,,platform,,bus_stop,transit
node,4810817784,41.7630933,-87.6735996,Damen & 72nd Street,,,,,,platform,,bus_stop,transit
node,4810817787,41.8068031,-87.6747354,Damen & 48th Street,,,,,,platform,,bus_stop,transit
node,4810817788,41.7956723,-87.6742456,Damen & 54th Street,,,,,,platform,,bus_stop,transit
node,4812838295,41.786397,-87.6983426,59th Street & Sacramento,,,,,,platform,,bus_stop,transit
node,4812838296,41.7866049,-87.6861439,59th Street & Campbell,,,,,,platform,,bus_stop,transit
node,4812838299,41.7861409,-87.7059064,59th Street & Spaulding,,,,,,platform,,bus_stop,transit
node,4812838300,41.786617,-87.669415,59th Street & Wood,,,,,,platform,,bus_stop,transit
node,4812838304,41.7867039,-87.6739359,59th Street & Damen,,,,,,platform,,bus_stop,transit
node,4812838306,41.7865899,-87.6718377,59th Street & Wolcott,,,,,,platform,,bus_stop,transit
node,4812838307,41.786645,-87.6842905,59th Street & Western,,,,,,platform,,bus_stop,transit
node,4812838308,41.786493,-87.6934314,59th Street & California,,,,,,platform,,bus_stop,transit
node,4812838311,41.786041,-87.7124457,59th Street & Central Park,,,,,,platform,,bus_stop,transit
node,4812838312,41.7862691,-87.6979754,59th Street & Sacramento,,,,,,platform,,bus_stop,transit
node,4812838314,41.786413,-87.6888556,59th Street & Rockwell,,,,,,platform,,bus_stop,transit
node,4812838316,41.7861869,-87.7127326,59th Street & Central Park,,,,,,platform,,bus_stop,transit
node,4812838319,41.786304,-87.7036629,59th Street & Kedzie,,,,,,platform,,bus_stop,transit
node,4812839122,41.786057,-87.710831,59th Street & St. Louis,,,,,,platform,,bus_stop,transit
node,4812839127,41.786361,-87.7007432,59th Street & Albany,,,,,,platform,,bus_stop,transit
node,4812839128,41.7864749,-87.6815439,59th Street & Oakley,,,,,,platform,,bus_stop,transit
node,4812839130,41.7866575,-87.6669827,59th Street & Paulina,,,,,,platform,,bus_stop,transit
node,4812839137,41.7863789,-87.6913072,59th Street & Washtenaw,,,,,,platform,,bus_stop,transit
node,4812839141,41.7867409,-87.6715259,59th Street & Wolcott,,,,,,platform,,bus_stop,transit
node,4812839144,41.786529,-87.6910014,59th Street & Washtenaw,,,,,,platform,,bus_stop,transit
node,4812839147,41.7860949,-87.708358,59th Street & Homan,,,,,,platform,,bus_stop,transit
node,4812839148,41.786305,-87.6961995,59th Street & Francisco,,,,,,platform,,bus_stop,transit
node,4812839151,41.7864589,-87.6864443,59th Street & Campbell,,,,,,platform,,bus_stop,transit
node,4812839152,41.786625,-87.6809592,59th Street & Oakley,,,,,,platform,,bus_stop,transit
node,4812839153,41.7862189,-87.7010758,59th Street & Albany,,,,,,platform,,bus_stop,transit
node,4812839157,41.786217,-87.7105359,59th Street & St. Louis,,,,,,platform,,bus_stop,transit
node,4812839158,41.7867569,-87.6690609,59th Street & Wood,,,,,,platform,,bus_stop,transit
node,4812839160,41.78618,-87.7030017,59th Street & Kedzie,,,,,,platform,,bus_stop,transit
node,4812839161,41.7862469,-87.7080844,59th Street & Homan,,,,,,platform,,bus_stop,transit
node,4812839163,41.7862846,-87.7056165,59th Street & Spaulding,,,,,,platform,,bus_stop,transit
node,4812839164,41.786457,-87.6959018,59th Street & Francisco,,,,,,platform,,bus_stop,transit
node,4812839168,41.7865264,-87.6768068,59th Street & Hoyne,,,,,,platform,,bus_stop,transit
node,4812839169,41.7865559,-87.6885458,59th Street & Rockwell,,,,,,platform,,bus_stop,transit
node,4812839170,41.7866609,-87.6772068,59th Street & Hoyne,,,,,,platform,,bus_stop,transit
node,4812839171,41.7867935,-87.6666653,59th Street & Paulina,,,,,,platform,,bus_stop,transit
node,4812839174,41.786325,-87.6937882,59th Street & California,,,,,,platform,,bus_stop,transit
node,4812839175,41.7864549,-87.6831908,59th Street & Western,,,,,,platform,,bus_stop,transit
node,4824081246,41.7934624,-87.6776228,Garfield & Hamilton,,,,,,platform,,bus_stop,transit
node,4824081247,41.7939112,-87.681511,Garfield & Oakley,,,,,,platform,,bus_stop,transit
node,4824081249,41.7934785,-87.676345,Garfield & Hoyne,,,,,,platform,,bus_stop,transit
node,4824081250,41.7933701,-87.6829185,Garfield & Western Blvd,,,,,,platform,,bus_stop,transit
node,4824081253,41.7939546,-87.6771143,Garfield & Hoyne,,,,,,platform,,bus_stop,transit
node,4824081254,41.7939861,-87.6844713,55th Street & Western Ave,,,,,,platform,,bus_stop,transit
node,4824081255,41.7935879,-87.666649,Garfield & Paulina,,,,,,platform,,bus_stop,transit
node,4824081258,41.7939411,-87.678351,Garfield & Hamilton,,,,,,platform,,bus_stop,transit
node,4824081260,41.7935288,-87.6715365,Garfield & Wolcott,,,,,,platform,,bus_stop,transit
node,4824081261,41.7940679,-87.6673591,Garfield & Paulina,,,,,,platform,,bus_stop,transit
node,4824081265,41.7934965,-87.6739302,Garfield & Damen,,,,,,platform,,bus_stop,transit
node,4824081274,41.7935546,-87.6690394,Garfield & Wood,,,,,,platform,,bus_stop,transit
node,4824081275,41.7940364,-87.6698518,Garfield & Wood,,,,,,platform,,bus_stop,transit
node,4824081279,41.7937742,-87.6842996,55th Street & Western Ave,,,,,,platform,,bus_stop,transit
node,4824081281,41.7939876,-87.6748116,Garfield & Damen,,,,,,platform,,bus_stop,transit
node,4824081282,41.7940151,-87.6721914,Garfield & Wolcott,,,,,,platform,,bus_stop,transit
node,4824081290,41.7934205,-87.6809619,Garfield & Oakley,,,,,,platform,,bus_stop,transit
node,4839269788,41.7934846,-87.7113676,55th Street & St. Louis,,,,,,platform,,bus_stop,transit
node,4839269790,41.7936346,-87.7015424,55th Street & Albany,,,,,,platform,,bus_stop,transit
node,4839269791,41.7935666,-87.7058581,55th Street & Spaulding,,,,,,platform,,bus_stop,transit
node,4839269796,41.7935225,-87.7086986,55th Street & Homan,,,,,,platform,,bus_stop,transit
node,4839269797,41.7933746,-87.70813,55th Street & Homan,,,,,,platform,,bus_stop,transit
node,4839269798,41.7933386,-87.7105654,55th Street & St. Louis,,,,,,platform,,bus_stop,transit
node,4839269800,41.7937265,-87.6884115,55th Street & Rockwell,,,,,,platform,,bus_stop,transit
node,4839269803,41.7934486,-87.7129526,55th Street & Central Park,,,,,,platform,,bus_stop,transit
node,4839269805,41.7937666,-87.6941047,55th Street & California,,,,,,platform,,bus_stop,transit
node,4839269806,41.7933072,-87.7136774,3600 W 55th Street,,,,,,platform,,bus_stop,transit
node,4839269809,41.7936745,-87.6911006,55th Street & Washtenaw,,,,,,platform,,bus_stop,transit
node,4839269810,41.793585,-87.7039391,55th Street & Kedzie,,,,,,platform,,bus_stop,transit
node,4839269812,41.7935046,-87.7007807,55th Street & Albany,,,,,,platform,,bus_stop,transit
node,4839269814,41.7935378,-87.6983215,55th Street & Sacramento,,,,,,platform,,bus_stop,transit
node,4839269817,41.7936745,-87.6990185,55th Street & Sacramento,,,,,,platform,,bus_stop,transit
node,4839269818,41.7935825,-87.6959393,55th Street & Francisco,,,,,,platform,,bus_stop,transit
node,4839269823,41.7934207,-87.7056623,55th Street & Spaulding,,,,,,platform,,bus_stop,transit
node,4839269825,41.7938566,-87.6892874,55th Street & Rockwell,,,,,,platform,,bus_stop,transit
node,4839269826,41.7936346,-87.6934824,55th Street & California,,,,,,platform,,bus_stop,transit
node,4839269828,41.7939126,-87.6862595,55th Street & Artesian,,,,,,platform,,bus_stop,transit
node,4839269829,41.7937106,-87.6964785,55th Street & Francisco,,,,,,platform,,bus_stop,transit
node,4839269834,41.7937743,-87.6857717,55th Street & Artesian,,,,,,platform,,bus_stop,transit
node,4839269836,41.7938165,-87.6916746,55th Street & Washtenaw,,,,,,platform,,bus_stop,transit
node,4839269837,41.7934504,-87.7031671,55th Street & Kedzie,,,,,,platform,,bus_stop,transit
node,4850772233,41.801373,-87.6670814,51st Street & Paulina,,,,,,platform,,bus_stop,transit
node,4850772238,41.8011151,-87.6786122,2135 W 51st Street,,,,,,platform,,bus_stop,transit
node,4850772240,41.8011912,-87.6722286,51st Street & Wolcott,,,,,,platform,,bus_stop,transit
node,4850772241,41.8012299,-87.6673661,51st Street & Paulina,,,,,,platform,,bus_stop,transit
node,4850772242,41.8013516,-87.6694985,51st Street & Wood,,,,,,platform,,bus_stop,transit
node,4850772244,41.801213,-87.686449,51st Street & Campbell,,,,,,platform,,bus_stop,transit
node,4850772248,41.801149,-87.6747206,51st Street & Damen,,,,,,platform,,bus_stop,transit
node,4850772250,41.8010712,-87.6819462,51st Street & Oakley,,,,,,platform,,bus_stop,transit
node,4850772251,41.8013507,-87.6719281,51st Street & Wolcott,,,,,,platform,,bus_stop,transit
node,4850772253,41.801204,-87.6698027,51st Street & Wood,,,,,,platform,,bus_stop,transit
node,4850772254,41.8012257,-87.6847201,51st Street & Western Ave,,,,,,platform,,bus_stop,transit
node,4850772259,41.801321,-87.6743341,51st Street & Damen,,,,,,platform,,bus_stop,transit
node,4850772263,41.8012775,-87.6768094,51st Street & Hoyne,,,,,,platform,,bus_stop,transit
