end_station_name,end_lat,end_lng
Kedzie Ave & 57th St,41.78983,-87.7031
Kedzie Ave & 60th St,41.78458,-87.70319
Kedzie Ave & 66th Pl,41.772584,-87.703007
Kedzie Ave & 73rd St,41.760703,-87.702292
Kedzie Ave & 83rd St,41.742523,-87.702279
Kedzie Ave & Archer Ave,41.81447,-87.70411
Kedzie Ave & Armitage Ave,41.91759,-87.70685
Kedzie Ave & Bryn Mawr Ave,41.982229759115164,-87.70888656377792
Kedzie Ave & Chicago Ave,41.89546530305,-87.7061278837
Kedzie Ave & Foster Ave,41.975672,-87.709261
Kedzie Ave & George St,41.933886,-87.707262
Kedzie Ave & Harrison St,41.87359967462,-87.7048707493
Kedzie Ave & Jackson Blvd,41.877161,-87.706134
Kedzie Ave & Lake St,41.88460328501,-87.70630374359999
Kedzie Ave & Leland Ave,41.96668636205,-87.7080519806
Kedzie Ave & Milwaukee Ave,41.929083085060974,-87.70802510914633
Kedzie Ave & Palmer Ct,41.921525,-87.707322
Kedzie Ave & Redfield Dr,41.76523,-87.70316
Kedzie Ave & Roosevelt Rd,41.86649278172,-87.7064961757
Keeler Ave & Carmen Ave,41.974323,-87.7331
Keeler Ave & Roosevelt Rd,41.866402,-87.7300171
Kenmore Ave & School St,41.94166,-87.6556
Kenneth Ave & 50th St,41.8023156,-87.7344142
Kenneth Ave & Lawrence Ave,41.967943,-87.739983
Kenosha Ave & Wellington Ave,41.934457,-87.733795
Kenton Ave & Madison St,41.88042,-87.74107999999998
Kenwood Ave & 57th St,41.79153999999999,-87.59295
Keystone Ave & Fullerton Ave,41.92459,-87.72785
Keystone Ave & Montrose Ave,41.96110801623001,-87.7289701012
Kilbourn Ave & 49th St,41.80385,-87.73566
Kilbourn Ave & Belden Ave,41.922369,-87.739024
Kilbourn Ave & Diversey Ave,41.93179,-87.73934
Kilbourn Ave & Irving Park Rd,41.953733,-87.740569
Kilbourn Ave & Milwaukee Ave,41.94761930237381,-87.74001627636491
Kilbourn Ave & Roscoe St,41.942722,-87.739557
Kildare & Cermak,41.85141399999999,-87.73215000000002
Kildare Ave & 26th St,41.84431738489837,-87.73233669396876
Kildare Ave & 47th St,41.80762,-87.73084
Kildare Ave & 55th St,41.79332,-87.73059
Kildare Ave & 85th St (Kostner Ave & 87th St TEMPORARY),41.734929,-87.731187
Kildare Ave & Archer Ave,41.80034,-87.73079
Kildare Ave & Chicago Ave,41.8954357,-87.73348179999999
Kildare Ave & Division St,41.902393,-87.733598
Kildare Ave & Montrose Ave,41.96108,-87.73569
Kildare Ave & North Ave,41.9095392,-87.7338518
Kilpatrick Ave & Grand Ave,41.912732,-87.743636
Kilpatrick Ave & Parker Ave,41.930736,-87.744082
Kimball Ave & Belmont Ave,41.93939395344302,-87.71206766366959
Kimbark Ave & 53rd St,41.7994549,-87.59477789999998
Kingsbury St & Erie St,41.8939139,-87.6417358
Kingsbury St & Kinzie St,41.889172621529056,-87.63849963502554
Kingsbury St & Kinzie St 1,41.889070000000004,-87.63835
Kingsbury St & Kinzie St 2,41.889188,-87.638387
Knox Ave & Marquette Ave,41.77114,-87.73774
Knox Ave & Montrose Ave,41.960631,-87.745359
Komensky Ave & 31st St,41.836708,-87.725641
Komensky Ave & 47th St,41.80769,-87.72472
Komensky Ave & 55th St,41.793279,-87.72418899999998
Kosciuszko Park,41.93058537138,-87.7237773635
Kostner Ave & 63rd St,41.77875,-87.73246
Kostner Ave & Adams St,41.877917,-87.735737
Kostner Ave & Belmont Ave,41.939191,-87.737112
Kostner Ave & Bryn Mawr Ave,41.982765,-87.738094
Kostner Ave & Devon Ave,41.997032,-87.73837
Kostner Ave & Lake St,41.885928,-87.73541
Kostner Ave & Wrightwood Ave,41.927957,-87.735952
La Villita Park,41.83925,-87.70202
LaSalle Dr & Huron St,41.894877,-87.632326
LaSalle St & Adams St,41.87934437346,-87.6319852213
LaSalle St & Adams St Corral,41.87937994371794,-87.63207985027061
LaSalle St & Calhoun Pl,41.882664,-87.63253000000002
LaSalle St & Calhoun Pl Corral,41.88288,-87.63251
LaSalle St & Illinois St,41.890762,-87.631697
LaSalle St & Jackson Blvd,41.878166,-87.631929
LaSalle St & Jackson Blvd Corral,41.87816,-87.63204
LaSalle St & Washington St,41.88282761288388,-87.63241016237205
LaSalle St & Washington St Corral,41.88288,-87.63251
LaSalle St & Washington St Corral N,41.88288,-87.63251
LaSalle St & Washington St Corral S,41.88267,-87.63249
Laflin St & 115th St,41.68499,-87.65991
Laflin St & Cullerton St,41.85491457576575,-87.66355991363525
Lake Park Ave & 35th St,41.83127423549,-87.6087991946
Lake Park Ave & 47th St,41.809443,-87.591875
Lake Park Ave & 53rd St,41.79949429373001,-87.5864498959
Lake Park Ave & 56th St,41.791661314578,-87.58748949571235
Lakefront Trail & Bryn Mawr Ave,41.98404411519213,-87.65228122472763
Lakefront Trail & Wilson Ave,41.9668559,-87.6430926
Lakeview Ave & Fullerton Pkwy,41.925858,-87.638973
Lamon Ave & 47th St,41.80781,-87.74569
Lamon Ave & Armitage Ave,41.91676,-87.749458
Lamon Ave & Belmont Ave,41.9390108,-87.7492834
Lamon Ave & Chicago Ave,41.8950179,-87.7484986
Laramie Ave & Addison St,41.9456842,-87.75693440000002
Laramie Ave & Bloomingdale Ave,41.91432,-87.75572
Laramie Ave & Gladys Ave,41.875806,-87.75528499999999
Laramie Ave & Irving Park Rd,41.9533354,-87.75838439999998
Laramie Ave & Kinzie St,41.887832,-87.75552699999999
Laramie Ave & Madison St,41.880207,-87.755337
Larrabee St & Armitage Ave,41.918084,-87.643749
Larrabee St & Chicago Ave,41.89677,-87.6386
Larrabee St & Clybourn Ave,41.9066,-87.64322
Larrabee St & Division St,41.9034860737611,-87.64335349093417
Larrabee St & Kingsbury St,41.897764,-87.642884
Larrabee St & Kingsbury St 1,41.89777797048414,-87.64288463116276
Larrabee St & Kingsbury St 2,41.89758,-87.6429
Larrabee St & Menomonee St,41.91468,-87.64332
Larrabee St & North Ave,41.91021,-87.6435
Larrabee St & Oak St,41.90026748327433,-87.64269324050811
Larrabee St & Webster Ave,41.921822,-87.64414
Lasalle St & Washington St,41.8832351,-87.6321117
Latrobe Ave & Chicago Ave,41.894745,-87.756895
Lavergne Ave & 44th St,41.81311000000001,-87.74868999999998
Lavergne Ave & 46th St,41.80934,-87.7478312
Lavergne Ave & Diversey Ave,41.93128,-87.75141
Lavergne Ave & Division St,41.9021077,-87.7508698
Lavergne Ave & Fullerton Ave,41.924034,-87.751191
Lavergne Ave & Lawrence Ave,41.96775000000001,-87.75259000000001
Lawler Ave & 50th St,41.80217,-87.74893999999999
Lawler Ave & North Ave,41.90917540000001,-87.7522545
Lawndale Ave & 111th St,41.69131919221066,-87.71288573741913
Lawndale Ave & 16th St,41.8591606,-87.7176965
Lawndale Ave & 30th St,41.8389124,-87.7168955
Lawndale Ave & 59th St,41.78638,-87.71570000000001
Le Mai Ave & Devon Ave,41.99722,-87.75687
Leamington Ave & Hirsch St,41.9058405,-87.7548602
Leavitt St & Addison St,41.946655,-87.683359
Leavitt St & Archer Ave,41.82879201994,-87.6806044594
Leavitt St & Armitage Ave,41.917805,-87.68243699999998
Leavitt St & Augusta Blvd,41.89962,-87.68194
Leavitt St & Belmont Ave,41.939354,-87.683282
Leavitt St & Chicago Ave,41.895501,-87.682017
Leavitt St & Division St,41.90299699999999,-87.683825
Leavitt St & Hirsch St,41.90689,-87.68233
Leavitt St & Lawrence Ave,41.968885,-87.684001
Leavitt St & North Ave,41.91026962479713,-87.68234483279865
Leavitt St/North Ave,41.910077,-87.68230600000001
Leclaire Ave & Belmont Ave,41.939041,-87.754197
Lexington St & California Ave,41.8719938,-87.6958108
Lincoln Ave & Addison St,41.946176,-87.673308
Lincoln Ave & Balmoral Ave,41.979461,-87.693013
Lincoln Ave & Belle Plaine Ave,41.95600355078549,-87.68016144633293
Lincoln Ave & Byron St,41.952372,-87.677296
Lincoln Ave & Dickens Ave,41.920120000000004,-87.6416
Lincoln Ave & Diversey Pkwy,41.93222500062526,-87.65861701501092
Lincoln Ave & Fullerton Ave,41.924161029067626,-87.64638036489487
Lincoln Ave & Melrose St,41.9406,-87.669435
Lincoln Ave & Montana St,41.926570000000005,-87.65059999999998
Lincoln Ave & Peterson Ave,41.990267,-87.70857
Lincoln Ave & Roscoe St*,41.9433502470174,-87.67066776752472
Lincoln Ave & Sunnyside Ave,41.963004,-87.684781
Lincoln Ave & Waveland Ave,41.948797,-87.675278
Lincoln Ave & Winona St,41.97491129677,-87.6925025594
Lincoln Park Conservatory,41.92393131136619,-87.63582453131676
Lincolnwood Dr & Central St,42.064854,-87.715297
Linder Ave & Montrose Ave,41.96081,-87.76488
Lock St & 31st St,41.83796199975824,-87.65904880162913
Lockwood Ave & Grand Ave,41.9175941,-87.7584143
Lockwood Ave & Wrightwood Ave,41.927766,-87.758544
Logan Blvd & Elston Ave,41.929465,-87.684158
Long & Irving Park,41.953038,-87.7621632
Long Ave & Belden Ave,41.9227049,-87.760954
Long Ave & Belmont Ave,41.93833,-87.76166
Long Ave & Diversey Ave,41.93104,-87.76124
Long Ave & North Ave,41.9092147,-87.7609189
Loomis Blvd & 84th St,41.74148652861805,-87.65841007232666
Loomis St & 89th St,41.73237975329554,-87.65806943178177
Loomis St & 95th St,41.72148,-87.65774
Loomis St & Archer Ave,41.84163253965,-87.6574349533
Loomis St & Jackson Blvd,41.877945,-87.662007
Loomis St & Lexington St,41.87222873224032,-87.66136385500431
Loomis St & Lexington St*,41.87222873224032,-87.66136385500431
Lowell Ave & Armitage Ave,41.9170767,-87.7353543
Lynch Ave & Elston Ave,41.98096,-87.76149
MLK Jr Dr & 29th St,41.842052,-87.617
MLK Jr Dr & 47th St,41.809851,-87.616279
MLK Jr Dr & 56th St,41.79342945658,-87.6158532619
MLK Jr Dr & 63rd St,41.78008063659,-87.6159428567
MLK Jr Dr & 83rd St,41.743116,-87.6148
MLK Jr Dr & Pershing Rd,41.8246,-87.61678
MTV Hubbard St,41.8897772,-87.68035100000002
Madison St & Wells St,41.88199,-87.63418
Major Ave & Addison St,41.945975255652165,-87.77106542956521
Major Ave & Bloomingdale Ave,41.9125923,-87.7686995
Major Taylor Trail & 111th St,41.69211,-87.6489
Major Taylor Trail & 115th St,41.68493159519296,-87.6452887058258
Major Taylor Trail & 124th St,41.66869635332246,-87.63711333274841
Malcolm X College,41.877618,-87.673895
Malden St & Wilson Ave,41.96526,-87.66275
Mango Ave & Diversey Ave,41.9309625,-87.7698856
Mango Ave & Grand Ave,41.9196511,-87.7694171
Mango Ave & North Ave,41.90958,-87.7691175
Manistee Ave & 95th St,41.72259999999999,-87.55692
Manor Ave & Leland Ave,41.965875,-87.700825
Maplewood Ave & 59th St,41.7863375,-87.6874351
Maplewood Ave & Peterson Ave,41.99023602866999,-87.6933696402
Marine Dr & Ainslie St,41.9716,-87.650154
Marmora Ave & Belmont Ave,41.9382897,-87.7737692
Marmora Ave & Irving Park Rd,41.9531072,-87.7747326
Marquette Ave & 89th St,41.73366879071471,-87.55834221839905
Marshfield Ave & 44th St,41.81388181322957,-87.6664333618677
Marshfield Ave & 59th St,41.78683300000001,-87.666215
Marshfield Ave & Diversey Pkwy,41.93204,-87.6697
Marshfield Ave & Wabansia Ave,41.91218,-87.66888
Martin Luther King Dr & 111th St,41.69263895647179,-87.61367386484747
Martin Luther King Dr & 87th St,41.73677,-87.61438999999999
Mason Ave & Belmont Ave,41.938368200000006,-87.77250290000002
Mason Ave & Grand Ave,41.9204347,-87.7743901
Mason Ave & Montrose Ave,41.96056,-87.77588
May St & 69th St,41.768938,-87.652934
May St & Cullerton St,41.855136,-87.654127
May St & Hubbard St,41.89008,-87.65597
May St & Taylor St,41.86941940540373,-87.65523116767652
Mayfield Ave & Roosevelt Rd,41.86569,-87.77176
McClurg Ct & Erie St,41.89450300000001,-87.617854
McClurg Ct & Ohio St,41.892592119709725,-87.61728912591934
McCormick Blvd & Devon Ave,41.997197299082565,-87.71105704770642
McCormick Place,41.8513751729,-87.6188346489
Meade Ave & Addison St,41.94595,-87.77888
Meade Ave & Diversey Ave,41.93086,-87.77845
Meade Ave & Fullerton Ave,41.924751,-87.778272
Melvina Ave & Giddings Ave,41.96648,-87.78202000000002
Menard Ave & Lawrence Ave,41.96788,-87.77274
Menard Ave & Milwaukee Ave,41.98139,-87.77331
Menard Ave & North Ave,41.9097167,-87.7702037
Merrimac Park,41.95261,-87.78535
Michigan Ave & 105th St,41.70346,-87.62037
Michigan Ave & 108th St,41.69815,-87.62111000000002
Michigan Ave & 113th St,41.68905,-87.62079
Michigan Ave & 114th St,41.68701479467118,-87.62105226516724
Michigan Ave & 11th St,41.86959,-87.623961
Michigan Ave & 14th St,41.864059,-87.623727
Michigan Ave & 18th St,41.857926,-87.62433600000001
Michigan Ave & 71st St,41.765286,-87.621748
Michigan Ave & 8th St,41.87277296771354,-87.62398098838872
Michigan Ave & Ida B Wells Dr,41.876203,-87.624464
Michigan Ave & Jackson Blvd,41.878345598237544,-87.62415080552178
Michigan Ave & Lake St,41.886022,-87.624398
Michigan Ave & Madison St,41.882134,-87.625125
Michigan Ave & Oak St,41.90096039009614,-87.62377663865593
Michigan Ave & Pearson St,41.89766,-87.62351
Michigan Ave & Washington St,41.88398406449815,-87.62468397185215
Midway Orange Line,41.78692,-87.73892
Mies van der Rohe Way & Chestnut St,41.8985866514,-87.6219152258
Mies van der Rohe Way & Chicago Ave,41.89694462637082,-87.62175768613815
Millard Ave & 26th St,41.84453112462163,-87.71592199802399
Millennium Park,41.8810317,-87.62408432
Milwaukee & Fullerton,41.92469,-87.7006
Milwaukee Ave & Agatite Ave,41.9615,-87.75489
Milwaukee Ave & Ainslie St,41.96861,-87.76108
Milwaukee Ave & Armitage Ave,41.91771000000001,-87.68864
Milwaukee Ave & Cuyler Ave,41.95446799999999,-87.749594
Milwaukee Ave & Diversey Ave,41.93266,-87.71222
Milwaukee Ave & Fullerton Ave,41.924690375095686,-87.70058124521562
Milwaukee Ave & Grand Ave,41.891578,-87.648384
Milwaukee Ave & Highland Ave,41.99636,-87.78674
Milwaukee Ave & Rockwell St,41.92032879364165,-87.69308613427661
Milwaukee Ave & The 606,41.913754,-87.6826658
Milwaukee Ave & Wabansia Ave,41.912616,-87.68139430306123
Milwaukee Ave & Wabansia Ave*,41.912616,-87.681391
Monitor Ave & Division St,41.90192,-87.77178
Monticello Ave & Chicago Ave,41.895733029878045,-87.71760476158536
Monticello Ave & Irving Park Rd,41.95400483876,-87.7191281797
Monticello Ave & Lawrence Ave,41.96834806534399,-87.71898711572858
Montrose Harbor,41.963982,-87.638181
Morgan Ave & 14th Pl,41.86237799999999,-87.651062
Morgan St & 18th St,41.858086,-87.651073
Morgan St & 31st St,41.8378,-87.65114
Morgan St & Hubbard St,41.89012,-87.65251000000002
Morgan St & Lake St*,41.88549170626906,-87.65228927135468
Morgan St & Pershing Rd,41.823613,-87.650931
Morgan St & Polk St,41.871737,-87.65103
Mozart St & 55th St,41.79375,-87.69472
Mozart St & 79th St,41.749702,-87.69391700000001
Mozart St & Jackson Blvd,41.8775,-87.69740000000002
Mulligan Ave & Archer Ave,41.79296,-87.78052
N Carpenter St & W Lake St,41.885586,-87.6531893
N Clark St & W Elm St,41.90290100000001,-87.631282
N Damen Ave & W Chicago Ave,41.895809,-87.678519
N Green St & W Lake St,41.885579,-87.648484
N Paulina St & Lincoln Ave,41.943838,-87.671469
N Shore Channel Trail & Argyle St,41.972177,-87.702749
N Southport Ave & W Newport Ave,41.944018882992054,-87.66397501880483
NAVY PIER,41.892278,-87.612043
NEW HASTINGS,41.863605,-87.679764
Nagle Ave & Belmont Ave,41.93852,-87.78735
Narragansett Ave & McLean Ave,41.9159,-87.78511
Narragansett Ave & Montrose Ave,41.959978,-87.786928
Narragansett Ave & North Ave,41.909499999999994,-87.78491
Narragansett Ave & School St,41.940128,-87.7864806
Narragansett Ave & Wrightwood Ave,41.927290000000006,-87.78523
Navy Pier,41.892278,-87.612043
New St & Illinois St,41.89084704062381,-87.61861681938171
Newcastle Ave & Irving Park Rd,41.95256,-87.79755
Noble St & Milwaukee Ave,41.9007,-87.66260699999998
Noble St & Ohio St,41.89242000000001,-87.66205999999998
Noble St & Potomac Ave,41.90383473134329,-87.66286604477612
Nordica Ave & Medill Ave,41.92227,-87.80202
Normal Ave & Archer Ave,41.849526999999995,-87.640591
North Ave & New England Ave,41.9092204,-87.7971406
North Boundary Park,42.01302999999999,-87.70891
Oak Park & Wellington,41.934586,-87.7959613
Oakley Ave & Irving Park Rd,41.95434085219,-87.6860796243
Oakley Ave & Lyndale St,41.92261,-87.68513
Oakley Ave & Touhy Ave,42.012342,-87.688243
Oconto Ave & Belmont Ave,41.93783,-87.80788
Ogden Ave & Chicago Ave,41.896362458,-87.6540612729
Ogden Ave & Congress Pkwy,41.87501,-87.67328
Ogden Ave & Race Ave,41.891795,-87.658751
Ogden Ave & Roosevelt Rd,41.86650148316,-87.68469707
Oglesby Ave & 100th St,41.71339748442245,-87.56584167480469
Oketo Ave & Addison St,41.94496,-87.81189
Olive Harvey College,41.70958113526255,-87.59023368358612
Orange Ave & Addison St,41.94485,-87.82423
Oriole Ave & Irving Park Rd,41.95224,-87.81697000000001
Orleans St & Chestnut St (NEXT Apts),41.898203,-87.637536
Orleans St & Elm St,41.902924000000006,-87.637715
Orleans St & Hubbard St,41.890028,-87.636618
Orleans St & Merchandise Mart Plaza,41.888243,-87.63638999999999
Overhill Ave & Belmont Ave,41.93799,-87.81915
Panama Ave & Grace St,41.94766,-87.82925
Parkside Ave & Armitage Ave,41.916907,-87.767173
Parnell Ave & 127th St,41.66338,-87.63429000000001
Parnell Ave & 31st St,41.837911,-87.640279
Paulina Ave & 87th St,41.735629,-87.66552
Paulina Ave & North Ave,41.90985465216731,-87.66993016004562
Paulina St & 18th St,41.857901,-87.668745
Paulina St & Adams St,41.87862,-87.66913
Paulina St & Cortland St,41.91626,-87.67019
Paulina St & Division St,41.903552899999994,-87.67042920000002
Paulina St & Flournoy St,41.87306108789792,-87.66913488507271
Paulina St & Howard St,42.019159,-87.673573
Paulina St & Montrose Ave,41.961507,-87.67138699999998
Peoria St & Jackson Blvd,41.87764159627531,-87.64961779117584
Peoria St & Kinzie St,41.88896,-87.64973
Perry Ave & 69th St,41.76929308995,-87.62819592909999
Pershing Rd & Sacramento Ave,41.8223772681012,-87.69975413003766
Peterson/Ridge Metra,41.9918,-87.67488999999999
Phillips Ave & 79th St,41.75182,-87.565211
Phillips Ave & 83rd St,41.744531,-87.56506
Pine Ave & Division St,41.9019265060241,-87.76371771084338
Pine Grove Ave & Irving Park Rd,41.95436725508892,-87.64794502215663
Pine Grove Ave & Waveland Ave,41.94947274088333,-87.64645278453827
Pine Grove Ave & Wellington Ave,41.93650999999999,-87.64119
Ping Tom Park (East),41.8579886,-87.6319447
Plainfield & Irving Park,41.952037,-87.833283
Portage Park,41.95607,-87.76471999999998
Prairie Ave & 43rd St,41.81665889302,-87.61941246190001
Prairie Ave & Garfield Blvd,41.794852999999996,-87.618691
Princeton Ave & 47th St,41.80931770924,-87.633449288
Princeton Ave & 95th St,41.72175,-87.63075
Princeton Ave & Garfield Blvd,41.794982,-87.633124
Prospect Sq & 91st St,41.7282338,-87.6675239
Public Rack - 10101 S Stony Island Ave,41.70838,-87.581455
Public Rack - 10557 S Western Ave,41.701719,-87.68128
Public Rack - 111th St - Morgan Park Metra,41.692738,-87.670569
Public Rack - 2302 S Pulaski Rd,41.849437,-87.724879
Public Rack - 4810 Keeler Ave,41.9685781,-87.7330358
Public Rack - 532 E 43rd St,41.816847,-87.613294
Public Rack - 53rd St & Indiana Ave,41.798015,-87.620745
Public Rack - 56th St & Mulligan Ave,41.7905068,-87.7799326
Public Rack - 61st St & Melvina Ave,41.780658,-87.776651
Public Rack - 63rd & Western Ave N,41.779334,-87.683768
Public Rack - 63rd Pl & Narraganssett Ave,41.7765858,-87.7820753
Public Rack - 63rd St & Meade Ave,41.778672,-87.7748374
Public Rack - 63rd St and Nagle Ave,41.7776014,-87.7822158
Public Rack - 63rd St and Natoma Ave,41.777927,-87.7875789
Public Rack - 82nd st & Kedzie Ave,41.743336,-87.702362
Public Rack - 83rd Pl & Kedzie Ave N,41.7417227,-87.702287
Public Rack - 83rd Pl & Kedzie Ave S,41.741382,-87.702345
Public Rack - 83rd St (Avalon Park) Metra,41.743916,-87.598786
Public Rack - 85th Pl & Pulaski Rd,41.737389,-87.72133399999998
Public Rack - Abbott Park,41.721696,-87.622278
Public Rack - Ada St & 119th St,41.677326,-87.654473
Public Rack - Ada St & 79th St,41.750522,-87.657252
Public Rack - Ada St & 95th St,41.72158,-87.65612
Public Rack - Aida Food Market,41.749896,-87.643693
Public Rack - Al Raby School,41.886167,-87.71471100000001
Public Rack - Albany Ave & 103rd St,41.706747,-87.700047
Public Rack - Albany Ave & 63rd St,41.778906,-87.70084
Public Rack - Archer Park,41.803822,-87.73551
Public Rack - Artesian & 71st,41.764748,-87.684669
Public Rack - Ashburn Metra,41.7412,-87.71312
Public Rack - Ashland Ave & 45th St,41.811958,-87.664862
Public Rack - Ashland Ave & 45th St  S,41.811169,-87.66474
Public Rack - Ashland Ave & 46th St,41.810537,-87.665404
Public Rack - Ashland Ave & 63rd St,41.779127,-87.664039
Public Rack - Ashland Ave & 71st St,41.76577,-87.66433
Public Rack - Ashland Ave & 76th St,41.75596,-87.66391
Public Rack - Ashland Ave & 83rd St,41.742715,-87.663551
Public Rack - Ashland Ave & 91st St,41.728271,-87.662673
Public Rack - Austin & 62nd,41.77966,-87.771414
Public Rack - Austin & Higgins,41.973152,-87.77791
Public Rack - Austin Ave & Archer Ave,41.794209,-87.7716154
Public Rack - Austin Ave & Roscoe St,41.942196,-87.776472
Public Rack - Austin Ave & Wellington Ave,41.9352453,-87.776052
Public Rack - Austin Ave & Wrightwood Ave,41.927666,-87.775682
Public Rack - Austin Blvd & North Ave,41.90928099999999,-87.775613
Public Rack - Austin Branch Chicago Public Library,41.889161,-87.765738
Public Rack - Ave L & 105th St,41.703542,-87.536634
Public Rack - Ave N & 106th St,41.702616,-87.538744
Public Rack - Avenue J & 106th St,41.70261,-87.533531
Public Rack - Avenue J & 112th St,41.691844,-87.534181
Public Rack - Avenue M & 132nd St,41.655692,-87.537595
Public Rack - Avenue O & 118th St,41.681136,-87.54029
Public Rack - Avers & Granville,41.993947,-87.725095
Public Rack - Avers & Lawrence,41.96842,-87.72446
Public Rack - Avers Ave & Archer Ave,41.804487,-87.719584
Public Rack - Avers Ave & Irving Park Rd,41.953789,-87.724161
Public Rack - Avers Ave & Ogden Ave,41.852641999999996,-87.72103
Public Rack - Avondale Ave & Addison St,41.946549999999995,-87.719827
Public Rack - Back of the Yards Park,41.804381,-87.657742
Public Rack - Baltimore Ave & 132nd St,41.655201,-87.546942
Public Rack - Baltimore Ave & 134th St,41.651419,-87.547321
Public Rack - Bell Ave & 95th St,41.721188,-87.678786
Public Rack - Bensley Ave & 103rd St,41.7084,-87.56319
Public Rack - Bernard St & Foster Ave,41.9756353,-87.7126762
Public Rack - Bishop St & 46th St,41.80994,-87.661522
Public Rack - Bishop St & 81st St,41.745827,-87.659849
Public Rack - Bradley Park,41.718353,-87.564459
Public Rack - Brainerd Park,41.726942,-87.654896
Public Rack - Brandon Ave & 91st St,41.730218,-87.546758
Public Rack - Brighton Park Branch Chicago Library,41.815242,-87.702651
Public Rack - Brooks Park,42.0044152,-87.8070628
Public Rack - Bryn Mawr Ave & Milwaukee Ave,41.982934,-87.77443399999999
Public Rack - Bryn Mawr Ave & Spaulding Ave,41.9830926,-87.7115845
Public Rack - Buffalo Ave & 133rd St,41.65428,-87.543539
Public Rack - Buffalo Ave & 89th St,41.73341,-87.54454
Public Rack - Burnside Academy,41.728525,-87.608231
Public Rack - California & 71st,41.764618,-87.693452
Public Rack - California & 82nd,41.745283,-87.692588
Public Rack - California & 87th,41.73569,-87.69217199999999
Public Rack - California Ave & Cortez St,41.900105,-87.696817
Public Rack - California Ave & Devon Ave - NE,41.99826,-87.69948100000002
Public Rack - California Ave & Devon Ave - NW,41.998481,-87.69985
Public Rack - California Ave & Ogden Ave,41.8608706,-87.695681
Public Rack - California Ave & Pershing Rd,41.822632,-87.695024
Public Rack - California Ave & Touhy Ave - NW,42.012177,-87.699865
Public Rack - California Ave & Touhy Ave - SW,42.011867,-87.700407
Public Rack - California Ave & Touhy Ave - midblock,42.012207,-87.700474
Public Rack - Calumet Ave & 103rd St,41.707061,-87.61530899999998
Public Rack - Calumet Ave & 51st St,41.802221,-87.618457
Public Rack - Calumet Ave & 71st St,41.765537,-87.617305
Public Rack - Calumet Ave & Garfield Blvd,41.794886,-87.617415
Public Rack - Campbell Ave & Pratt Blvd,42.00507,-87.692643
Public Rack - Canfield & Victoria,41.985067,-87.823171
Public Rack - Canty Elementary School,41.947562,-87.829311
Public Rack - Central & Berteau,41.95689,-87.767329
Public Rack - Central & Leland,41.965408,-87.767339
Public Rack - Central & Prescott,41.992794,-87.765586
Public Rack - Central Ave & Congress Pkwy,41.87369,-87.764746
Public Rack - Central Ave & Corcoran Pl,41.887342,-87.765041
Public Rack - Central Ave & George St,41.9326579,-87.7662058
Public Rack - Central Ave & Lawrence Ave,41.9678641,-87.76759310000001
Public Rack - Central Ave & North Ave,41.909414000000005,-87.765817
Public Rack - Central Ave & Pensacola Ave,41.9600246,-87.7671371
Public Rack - Central Park & Bryn Mawr,41.982873,-87.719594
Public Rack - Central Park & Peterson,41.990093,-87.718753
Public Rack - Central Park Ave & 16th St,41.858938,-87.7157269
Public Rack - Central Park Ave & Fillmore St,41.8680617,-87.7153897
Public Rack - Central Park Ave & Fulton Blvd,41.8861512,-87.7155114
Public Rack - Central Park Ave & Ogden Ave,41.8543385,-87.7151584
Public Rack - Champlain Ave & 134th St,41.657379,-87.606444
Public Rack - Champlain Ave & 65th St,41.775904,-87.609301
Public Rack - Chappel Ave & 71st St,41.766366,-87.575287
Public Rack - Chase Ave & Touhy Ave - NE,42.014539,-87.6901359
Public Rack - Chase Ave & Touhy Ave - NW,42.014271,-87.690408
Public Rack - Chopin Park,41.942675,-87.761899
Public Rack - Christiana & Lincoln,41.99346,-87.712734
Public Rack - Christiana Ave & 111th St,41.69137,-87.704809
Public Rack - Christiana Ave & 55th St,41.793307,-87.707702
Public Rack - Christiana Ave & Archer Ave,41.81175,-87.707577
Public Rack - Christiana Ave & Belmont Ave,41.93917,-87.71169
Public Rack - Christiana Ave & Bryn Mawr Ave,41.982838,-87.71233
Public Rack - Christiana Ave & Lawrence Ave,41.968547,-87.712582
Public Rack - Cicero & 64th,41.77643,-87.742389
Public Rack - Cicero & Rosemont,41.995567,-87.74864
Public Rack - Cicero Ave & Altgeld St,41.925734,-87.746414
Public Rack - Cicero Ave & Belle Plaine Ave,41.955625,-87.747517
Public Rack - Cicero Ave & Cortland St - midblock,41.91582,-87.746074
Public Rack - Cicero Ave & Le Moyne St - midblock,41.906919,-87.74623
Public Rack - Cicero Ave & North Ave,41.909329,-87.74583800000002
Public Rack - Cicero Ave & Roscoe St,41.9424235,-87.74713000000001
Public Rack - Cicero Ave & Wellington Ave,41.935779,-87.746581
Public Rack - Cicero Ave & Wrightwood Ave,41.927944,-87.7466394
Public Rack - Claremont Ave & 71st St,41.764585,-87.682253
Public Rack - Clyde Ave & 87th St,41.73715,-87.57319
Public Rack - Colfax Ave & 83rd St,41.744818,-87.561055
Public Rack - Columbus & 79th,41.749218,-87.704409
Public Rack - Commercial Ave & 89th St,41.733543,-87.551152
Public Rack - Corliss Ave & 103rd St,41.707622,-87.60355
Public Rack - Corliss Ave & 133rd St,41.653138,-87.601057
