"CHICAGO MIDWAY AIRPORT, IL US (USW00014819)"
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
2004-06-30,73,83,63,0.00,,
2004-07-01,75,85,64,0.00,,
2004-07-02,74,83,65,0.00,,
2004-07-03,79,87,70,1.07,,
2004-07-04,77,83,71,0.18,,
2004-07-05,69,74,64,0.00,,
2004-07-06,76,85,66,1.71,,
2004-07-07,65,70,59,0.02,,
2004-07-08,67,77,56,0.00,,
2004-07-09,70,77,63,1.13,,
2004-07-10,74,82,65,0.01,,
2004-07-11,77,87,67,0.01,,
2004-07-12,79,87,70,0.00,,
2004-07-13,79,86,71,0.00,,
2004-07-14,74,81,67,0.00,,
2004-07-15,74,84,63,0.00,,
2004-07-16,76,84,67,0.00,,
2004-07-17,71,76,66,0.01,,
2004-07-18,73,80,65,0.00,,
2004-07-19,74,83,64,0.00,,
2004-07-20,81,90,72,0.00,,
2004-07-21,80,87,73,0.39,,
2004-07-22,81,92,69,0.35,,
2004-07-23,68,72,63,0.00,,
2004-07-24,67,73,61,0.00,,
2004-07-25,69,73,65,0.00,,
2004-07-26,68,75,61,0.09,,
2004-07-27,71,80,61,0.00,,
2004-07-28,72,83,60,0.00,,
2004-07-29,74,82,65,0.00,,
2004-07-30,70,74,65,0.16,,
2004-07-31,75,84,65,0.00,,
2004-08-01,77,89,64,0.00,,
2004-08-02,80,88,72,0.00,,
2004-08-03,78,88,68,0.87,,
2004-08-04,71,75,67,0.23,,
2004-08-05,68,72,63,0.00,,
2004-08-06,66,75,56,0.00,,
2004-08-07,68,78,58,0.00,,
2004-08-08,72,80,63,0.00,,
2004-08-09,76,86,66,0.01,,
2004-08-10,65,69,60,0.00,,
2004-08-11,59,63,55,0.00,,
2004-08-12,57,62,51,0.02,,
2004-08-13,62,69,54,0.00,,
2004-08-14,63,71,54,0.00,,
2004-08-15,64,74,54,0.00,,
2004-08-16,68,79,56,0.00,,
2004-08-17,73,83,63,0.23,,
2004-08-18,71,77,65,0.11,,
2004-08-19,67,73,61,0.01,,
2004-08-20,67,74,59,0.00,,
2004-08-21,67,75,59,0.00,,
2004-08-22,69,82,56,0.00,,
2004-08-23,73,80,65,0.00,,
2004-08-24,75,81,69,0.40,,
2004-08-25,71,75,67,0.45,,
2004-08-26,76,83,68,0.08,,
2004-08-27,77,84,70,0.32,,
2004-08-28,70,79,60,1.26,,
2004-08-29,63,67,58,0.01,,
2004-08-30,65,76,54,0.00,,
2004-08-31,70,80,60,0.00,,
2004-09-01,73,83,63,0.00,,
2004-09-02,76,84,67,0.00,,
2004-09-03,77,84,69,0.00,,
2004-09-04,76,84,68,0.00,,
2004-09-05,78,86,70,0.00,,
2004-09-06,71,80,62,0.00,,
2004-09-07,66,73,58,0.00,,
2004-09-08,67,71,63,0.00,,
2004-09-09,66,73,58,0.00,,
2004-09-10,68,80,56,0.00,,
2004-09-11,73,82,63,0.00,,
2004-09-12,73,85,61,0.00,,
2004-09-13,76,87,65,0.00,,
2004-09-14,77,86,68,0.00,,
2004-09-15,77,87,67,0.64,,
2004-09-16,68,74,62,0.01,,
2004-09-17,66,69,62,0.00,,
2004-09-18,66,76,56,0.00,,
2004-09-19,69,78,60,0.00,,
2004-09-20,68,79,56,0.09,,
2004-09-21,71,83,59,0.00,,
2004-09-22,70,83,57,0.00,,
2004-09-23,74,85,62,0.00,,
2004-09-24,72,81,63,0.00,,
2004-09-25,64,73,55,0.00,,
2004-09-26,61,71,51,0.00,,
2004-09-27,62,74,50,0.00,,
2004-09-28,60,67,53,0.00,,
2004-09-29,57,66,48,0.00,,
2004-09-30,58,71,44,0.00,,
2004-10-01,63,74,52,0.00,,
2004-10-02,82,58,40,0.00,,
2004-10-03,54,69,39,0.00,,
2004-10-04,50,59,41,0.00,,
2004-10-05,49,59,38,0.00,,
2004-10-06,60,74,46,0.00,,
2004-10-07,65,78,52,0.00,,
2004-10-08,66,69,62,0.28,0.0,0.0
2004-10-09,60,70,50,0.00,,
2004-10-10,54,62,45,0.00,,
2004-10-11,54,61,46,0.00,,
2004-10-12,54,60,48,0.00,,
2004-10-13,58,64,51,0.00,,
2004-10-14,53,57,48,0.09,,
2004-10-15,49,53,45,0.09,,
2004-10-16,42,46,38,0.00,,
2004-10-17,43,54,31,0.00,,
2004-10-18,46,50,42,0.01,,
2004-10-19,52,54,49,0.00,,
2004-10-20,53,54,51,0.00,,
2004-10-21,54,59,49,0.00,,
2004-10-22,56,64,47,0.00,,
2004-10-23,65,76,54,1.05,,
2004-10-24,58,67,48,0.00,,
2004-10-25,60,75,45,0.00,,
2004-10-26,59,64,54,0.01,,
2004-10-27,60,65,54,0.00,,
2004-10-28,56,62,50,0.00,,
2004-10-29,70,78,62,0.07,,
2004-10-30,60,71,49,0.03,,
2004-10-31,51,57,45,0.00,,
2004-11-01,58,66,49,1.04,,
2004-11-02,48,50,46,0.02,,
2004-11-03,50,53,46,0.21,,
2004-11-04,46,51,41,0.57,,
2004-11-05,45,54,35,0.00,,
2004-11-06,54,64,43,0.00,,
2004-11-07,49,58,40,0.00,,
2004-11-08,40,47,32,0.00,,
2004-11-09,46,53,39,0.00,,
2004-11-10,54,62,46,0.00,,
2004-11-11,47,54,39,0.00,,
2004-11-12,42,46,37,0.00,,
2004-11-13,39,46,31,0.00,,
2004-11-14,41,50,31,0.00,,
2004-11-15,44,52,36,0.06,,
2004-11-16,52,56,47,0.00,,
2004-11-17,59,63,54,0.01,,
2004-11-18,57,64,50,0.00,,
2004-11-19,53,57,49,0.00,,
2004-11-20,49,54,44,0.00,,
2004-11-21,41,47,35,0.00,,
2004-11-22,42,48,36,0.00,,
2004-11-23,49,53,44,0.01,,
2004-11-24,38,45,31,0.51,,
2004-11-25,28,33,23,0.02,,2.0
2004-11-26,39,47,31,0.03,,1.0
2004-11-27,42,47,37,0.49,,
2004-11-28,39,43,34,0.00,,
2004-11-29,37,39,34,0.08,,
2004-11-30,37,41,33,0.53,0.5,0.0
2004-12-01,30,33,27,0.03,,1.0
2004-12-02,34,40,28,0.00,,
2004-12-03,31,37,25,0.00,,
2004-12-04,40,45,34,0.00,,
2004-12-05,38,47,29,0.05,,
2004-12-06,46,51,40,0.16,,
2004-12-07,46,50,41,1.02,,
2004-12-08,40,43,37,0.00,,
2004-12-09,46,52,39,0.00,,
2004-12-10,43,46,39,0.09,,
2004-12-11,36,39,33,0.02,,
2004-12-12,39,44,33,0.00,,
2004-12-13,27,33,20,0.00,,
2004-12-14,22,27,16,0.00,,
2004-12-15,28,37,19,0.00,,
2004-12-16,37,44,29,0.00,,
2004-12-17,28,34,22,0.00,,
2004-12-18,30,40,20,0.01,,
2004-12-19,12,20,4,0.00,,
2004-12-20,19,28,10,0.00,,
2004-12-21,25,34,15,0.00,,
2004-12-22,12,15,9,0.00,,
2004-12-23,13,19,6,0.00,,
2004-12-24,5,11,-2,0.00,,
2004-12-25,15,20,10,0.00,,
2004-12-26,20,25,15,0.00,,
2004-12-27,22,26,17,0.00,,
2004-12-28,33,42,24,0.00,,
2004-12-29,39,50,27,0.00,,
2004-12-30,45,56,34,0.05,,
2004-12-31,45,57,32,0.02,,
2005-01-01,36,43,28,0.67,,
2005-01-02,45,55,35,0.09,,
2005-01-03,36,37,35,0.50,,
2005-01-04,34,37,31,0.02,,
2005-01-05,29,32,26,0.00,,2.0
2005-01-06,22,28,15,0.01,,9.0
2005-01-07,21,28,13,0.00,,8.0
2005-01-08,27,28,25,0.01,,8.0
2005-01-09,31,35,26,0.09,,7.0
2005-01-10,33,35,31,0.00,,6.0
2005-01-11,34,36,32,0.19,,5.0
2005-01-12,49,62,35,0.69,,3.0
2005-01-13,35,52,17,0.69,,
2005-01-14,11,16,5,0.00,,1.0
2005-01-15,11,16,6,0.00,,1.0
2005-01-16,10,15,5,0.00,,
2005-01-17,8,12,3,0.00,,
2005-01-18,13,23,2,0.00,,
2005-01-19,36,48,23,0.00,,1.0
2005-01-20,25,27,23,0.00,,1.0
2005-01-21,20,24,16,0.00,,2.0
2005-01-22,18,22,13,0.00,,8.0
2005-01-23,16,22,10,0.06,,14.0
2005-01-24,27,33,20,0.10,,13.0
2005-01-25,36,44,27,0.00,,11.0
2005-01-26,29,36,21,0.00,,9.0
2005-01-27,18,23,13,0.00,,9.0
2005-01-28,19,29,9,0.00,,9.0
2005-01-29,30,36,23,0.00,,8.0
2005-01-30,30,35,25,0.00,,7.0
2005-01-31,28,34,22,0.00,,7.0
2005-02-01,30,33,26,0.00,,5.0
2005-02-02,29,35,22,0.00,,5.0
2005-02-03,33,44,21,0.00,,5.0
2005-02-04,39,51,27,0.22,,3.0
2005-02-05,46,55,36,0.00,,
2005-02-06,44,47,41,0.03,,
2005-02-07,40,45,34,0.20,,
2005-02-08,30,34,26,0.00,,
2005-02-09,28,31,24,0.01,,
2005-02-10,27,33,21,0.00,,
2005-02-11,33,41,24,0.00,,
2005-02-12,41,51,31,0.00,,
2005-02-13,41,45,36,0.64,,
2005-02-14,44,50,38,0.11,,
2005-02-15,39,44,34,0.37,,
2005-02-16,30,34,26,0.00,,
2005-02-17,23,27,18,0.00,,
2005-02-18,19,26,12,0.00,,
2005-02-19,31,41,21,0.00,,
2005-02-20,35,39,31,0.23,,1.0
2005-02-21,35,37,33,0.00,,
2005-02-22,30,35,25,0.00,0.2,0.0
2005-02-23,29,36,21,0.00,0.0,0.0
2005-02-24,33,37,29,0.00,0.0,0.0
2005-02-25,36,42,30,0.00,0.0,0.0
2005-02-26,32,35,28,0.00,0.0,0.0
2005-02-27,34,40,27,0.09,0.0,0.0
2005-02-28,31,36,26,0.26,1.7,0.0
2005-03-01,24,27,20,0.00,0.1,1.0
2005-03-02,21,28,14,0.00,0.0,0.0
2005-03-03,26,35,17,0.00,0.0,0.0
2005-03-04,35,45,24,0.05,0.0,0.0
2005-03-05,38,42,34,0.00,0.0,0.0
2005-03-06,50,64,36,0.00,0.0,0.0
2005-03-07,42,56,27,0.03,,
2005-03-08,25,30,19,0.00,0.0,0.0
2005-03-09,25,31,18,0.00,0.0,0.0
2005-03-10,29,37,21,0.07,1.4,0.0
2005-03-11,31,36,26,0.00,0.7,1.0
2005-03-12,27,34,19,0.00,0.0,0.0
2005-03-13,25,34,16,0.00,0.0,0.0
2005-03-14,32,38,25,0.01,0.5,0.0
2005-03-15,32,42,22,0.00,0.0,0.0
2005-03-16,40,51,28,0.00,,
2005-03-17,35,39,30,0.02,0.8,1.0
2005-03-18,41,50,32,0.02,,
2005-03-19,42,50,34,0.07,0.0,0.0
2005-03-20,36,42,29,0.00,0.0,0.0
2005-03-21,33,39,27,0.00,,
2005-03-22,38,42,33,0.02,0.0,0.0
2005-03-23,37,41,32,0.02,0.0,0.0
2005-03-24,39,50,27,0.16,0.0,0.0
2005-03-25,36,38,33,0.19,0.5,0.0
2005-03-26,38,43,32,0.00,,
2005-03-27,39,48,29,0.00,,
2005-03-28,46,59,32,0.00,,
2005-03-29,54,69,39,0.00,,
2005-03-30,66,77,55,0.85,,
2005-03-31,51,58,43,0.00,,
2005-04-01,47,54,40,0.01,0.0,0.0
2005-04-02,48,56,39,0.00,0.0,0.0
2005-04-03,48,61,34,0.00,,
2005-04-04,55,68,42,0.00,,
2005-04-05,65,76,53,0.00,,
2005-04-06,64,79,49,0.02,,
2005-04-07,48,53,42,0.01,,
2005-04-08,51,60,41,0.00,,
2005-04-09,55,66,43,0.00,,
2005-04-10,64,78,50,0.00,,
2005-04-11,67,79,55,0.00,,
2005-04-12,49,55,43,0.61,,
2005-04-13,47,54,39,0.00,,
2005-04-14,52,62,41,0.00,,
2005-04-15,51,63,39,0.00,,
2005-04-16,59,74,44,0.00,,
2005-04-17,66,79,53,0.00,,
2005-04-18,67,83,51,0.00,,
2005-04-19,71,81,60,0.00,,
2005-04-20,58,71,45,0.01,,
2005-04-21,52,58,45,0.00,,
2005-04-22,43,48,37,0.61,,
2005-04-23,38,41,35,0.00,0.0,0.0
2005-04-24,44,53,34,0.00,,
2005-04-25,53,66,39,0.00,,
2005-04-26,51,58,43,0.00,0.0,0.0
2005-04-27,49,56,42,0.00,,
2005-04-28,49,56,42,0.00,,
2005-04-29,48,52,44,0.00,,
2005-04-30,48,58,38,0.00,,
2005-05-01,43,50,36,0.00,,
2005-05-02,40,44,35,0.00,,
2005-05-03,42,50,33,0.00,,
2005-05-04,50,63,37,0.00,,
2005-05-05,58,70,45,0.00,,
2005-05-06,64,75,53,0.00,,
2005-05-07,54,62,46,0.00,,
2005-05-08,67,85,48,0.00,,
2005-05-09,70,76,63,0.26,,
2005-05-10,72,83,60,0.00,,
2005-05-11,55,65,45,0.20,,
2005-05-12,49,55,43,0.17,,
2005-05-13,61,74,48,0.17,,
2005-05-14,56,65,47,0.04,,
2005-05-15,49,54,44,0.00,,
2005-05-16,51,57,44,0.00,,
2005-05-17,61,72,50,0.00,,
2005-05-18,69,79,58,0.00,,
2005-05-19,64,74,53,0.58,,
2005-05-20,60,69,51,0.00,,
2005-05-21,61,74,48,0.00,,
2005-05-22,71,81,61,0.00,,
2005-05-23,61,70,51,0.00,,
2005-05-24,58,67,49,0.00,,
2005-05-25,59,67,50,0.00,,
2005-05-26,65,74,56,0.00,,
2005-05-27,62,71,52,0.02,,
2005-05-28,60,69,51,0.00,,
2005-05-29,60,71,49,0.00,,
2005-05-30,61,72,50,0.00,,
2005-05-31,62,73,51,0.00,,
2005-06-01,68,79,57,0.00,,
2005-06-02,67,73,61,0.07,,
2005-06-03,66,71,61,0.00,,
2005-06-04,75,87,62,0.65,0.0,0.0
2005-06-05,81,90,72,0.00,,
2005-06-06,78,90,66,0.00,,
2005-06-07,81,93,68,0.01,,
2005-06-08,82,92,72,0.00,,
2005-06-09,79,89,68,0.00,,
2005-06-10,83,89,76,0.00,,
2005-06-11,81,88,73,0.00,,
2005-06-12,77,81,72,0.00,,
2005-06-13,81,91,71,0.00,,
2005-06-14,74,80,67,0.10,,
2005-06-15,65,73,57,0.00,,
2005-06-16,67,78,56,0.00,,
2005-06-17,64,70,58,0.00,,
2005-06-18,63,71,54,0.00,,
2005-06-19,66,77,55,0.00,,
2005-06-20,72,84,59,0.00,,
2005-06-21,79,90,67,0.00,,
2005-06-22,75,83,67,0.00,,
2005-06-23,80,93,66,0.00,,
2005-06-24,87,98,76,0.00,,
2005-06-25,82,90,74,0.00,,
2005-06-26,83,95,71,0.00,,
2005-06-27,86,95,76,0.00,,
2005-06-28,85,94,76,0.09,,
2005-06-29,83,88,77,0.00,,
2005-06-30,80,90,70,0.14,,
2005-07-01,70,77,62,0.00,,
2005-07-02,68,74,61,0.00,,
2005-07-03,74,86,62,0.00,,
2005-07-04,80,90,70,0.05,,
2005-07-05,76,87,64,0.00,,
2005-07-06,72,79,65,0.00,,
2005-07-07,74,80,68,0.00,,
2005-07-08,74,84,64,0.00,,
2005-07-09,75,87,63,0.00,,
2005-07-10,79,90,68,0.00,,
2005-07-11,81,90,72,0.00,,
2005-07-12,78,85,71,0.08,,
2005-07-13,81,87,74,0.00,,
2005-07-14,81,88,73,0.00,,
2005-07-15,79,86,72,0.00,,
2005-07-16,82,90,73,0.00,,
2005-07-17,86,96,75,0.00,,
2005-07-18,84,92,76,0.08,,
2005-07-19,80,90,69,0.00,,
2005-07-20,82,92,71,0.10,,
2005-07-21,83,92,74,0.00,,
2005-07-22,78,85,71,0.00,,
2005-07-23,78,84,71,0.00,,
2005-07-24,91,104,78,0.00,,
2005-07-25,81,89,72,0.43,,
2005-07-26,77,87,66,0.96,,
2005-07-27,69,75,62,0.01,,
2005-07-28,69,80,58,0.00,,
2005-07-29,73,83,63,0.00,,
2005-07-30,76,86,65,0.00,,
2005-07-31,80,88,72,0.00,,
2005-08-01,,93,70,0.00,,
2005-08-02,,92,74,0.00,,
2005-08-03,,93,76,0.01,,
2005-08-04,,90,77,0.00,,
2005-08-05,,83,71,0.00,,
2005-08-06,,83,64,0.00,,
2005-08-07,,88,66,0.00,,
2005-08-08,,92,70,0.00,,
2005-08-09,,93,71,0.00,,
2005-08-10,,88,71,0.35,,
2005-08-11,,77,70,0.52,,
2005-08-12,,85,73,0.03,,
2005-08-13,,77,69,0.84,,
2005-08-14,,75,65,0.00,,
2005-08-15,,80,63,0.00,,
2005-08-16,,83,67,0.00,,
2005-08-17,,84,64,0.00,,
2005-08-18,,84,72,0.42,,
2005-08-19,,88,70,0.00,,
2005-08-20,,86,70,0.22,,
2005-08-21,,82,66,0.00,,
2005-08-22,,72,63,0.00,,
2005-08-23,,73,61,0.00,,
2005-08-24,,77,61,0.00,,
2005-08-25,,81,65,0.00,,
2005-08-26,,84,68,0.00,,
2005-08-27,,85,70,0.00,,
2005-08-28,,87,66,0.00,,
2005-08-29,,84,68,0.00,,
2005-08-30,,82,66,0.00,,
2005-08-31,,77,64,0.00,,
2005-09-01,,85,66,0.00,,
2005-09-02,,84,62,0.00,,
2005-09-03,,81,59,0.00,,
2005-09-04,,83,61,0.00,,
2005-09-05,,87,65,0.00,,
2005-09-06,,87,67,0.00,,
2005-09-07,,90,70,0.00,,
2005-09-08,,82,69,0.00,,
2005-09-09,,86,65,0.00,,
2005-09-10,,91,70,0.00,,
2005-09-11,,90,72,0.00,,
2005-09-12,,90,71,0.00,,
2005-09-13,,94,72,0.00,,
2005-09-14,,76,66,0.20,,
2005-09-15,,70,62,0.63,,
2005-09-16,,69,57,0.06,,
2005-09-17,,75,54,0.00,,
2005-09-18,,82,60,0.00,,
2005-09-19,,85,66,0.28,,
2005-09-20,,82,62,0.00,,
2005-09-21,,87,62,0.00,,
2005-09-22,,89,66,0.14,,
2005-09-23,,68,63,0.00,,
2005-09-24,,73,64,0.12,,
2005-09-25,,74,69,0.16,,
2005-09-26,,69,57,0.01,,
2005-09-27,,75,52,0.00,0.0,0.0
2005-09-28,,75,50,0.53,,
2005-09-29,,62,44,0.00,,
2005-09-30,,71,45,0.00,,
2005-10-01,,79,53,0.00,,
2005-10-02,,83,60,0.08,,
2005-10-03,,87,71,0.01,,
2005-10-04,,88,71,0.00,,
2005-10-05,,85,69,0.00,,
2005-10-06,,72,48,0.00,,
2005-10-07,,54,44,0.00,,
2005-10-08,,54,44,0.00,,
2005-10-09,,59,50,0.00,,
2005-10-10,,64,49,0.00,,
2005-10-11,,60,57,0.00,,
2005-10-12,,63,56,0.00,,
2005-10-13,,73,51,0.00,0.0,0.0
2005-10-14,,76,51,0.00,,
2005-10-15,,68,48,0.00,,
2005-10-16,,62,43,0.00,,
2005-10-17,,76,46,0.01,,
2005-10-18,,72,47,0.00,,
2005-10-19,,63,51,0.00,,
2005-10-20,,54,50,0.03,,
2005-10-21,,58,48,0.00,,
2005-10-22,,55,39,0.00,,
2005-10-23,,48,34,0.18,,
2005-10-24,,50,41,0.39,,
2005-10-25,,53,41,0.25,,
2005-10-26,,52,38,0.00,,
2005-10-27,,53,39,0.05,,
2005-10-28,,57,35,0.00,,
2005-10-29,,60,36,0.00,,
2005-10-30,,65,41,0.00,,
2005-10-31,,57,50,0.20,,
2005-11-01,,54,41,0.01,,
2005-11-02,,65,38,0.00,,
2005-11-03,,70,53,0.00,,
2005-11-04,,70,53,0.00,,
2005-11-05,,64,51,0.32,,
2005-11-06,,61,43,0.20,,
2005-11-07,,61,41,0.00,,
2005-11-08,,64,51,0.00,,
2005-11-09,,67,40,0.00,,
2005-11-10,,47,31,0.00,,
2005-11-11,,60,36,0.00,,
2005-11-12,,66,47,0.04,,
2005-11-13,,61,39,0.00,,
2005-11-14,,49,35,0.06,,
2005-11-15,,57,38,0.21,,
2005-11-16,,38,21,0.00,0.0,0.0
2005-11-17,,28,15,0.00,0.0,0.0
2005-11-18,,38,23,0.00,0.0,0.0
2005-11-19,,54,33,0.00,,
2005-11-20,,47,34,,,
2005-11-21,,48,36,0.00,0.0,0.0
2005-11-22,,39,30,0.00,,
2005-11-23,,46,31,0.07,1.0,1.0
2005-11-24,,41,17,0.00,,
2005-11-25,,27,14,0.00,,
2005-11-26,,49,26,0.00,0.0,0.0
2005-11-27,,55,44,0.01,0.0,0.0
2005-11-28,,61,39,0.84,,
2005-11-29,,39,26,0.00,,
2005-11-30,,27,23,0.00,0.0,0.0
2005-12-01,,29,20,0.00,,
2005-12-02,,23,12,0.00,,1.0
2005-12-03,,30,19,0.06,1.4,1.0
2005-12-04,,28,14,0.00,0.3,2.0
2005-12-05,,17,7,0.00,0.0,2.0
2005-12-06,,19,5,0.00,0.0,2.0
2005-12-07,,15,0,0.00,0.0,2.0
2005-12-08,,26,8,0.43,9.6,2.0
2005-12-09,,28,10,0.00,,10.0
2005-12-10,,31,11,0.07,1.7,8.0
2005-12-11,,33,13,0.03,0.1,9.0
2005-12-12,,29,12,0.00,0.0,8.0
2005-12-13,,28,24,0.00,,7.0
2005-12-14,,35,28,0.01,0.1,7.0
2005-12-15,,35,24,0.02,0.1,6.0
2005-12-16,,24,18,0.00,,5.0
2005-12-17,,22,13,0.00,0.0,6.0
2005-12-18,,16,5,0.00,0.0,6.0
2005-12-19,,10,0,0.00,0.0,6.0
2005-12-20,,22,6,0.00,0.0,6.0
2005-12-21,,22,11,0.00,0.0,6.0
2005-12-22,,38,13,0.00,0.0,6.0
2005-12-23,,43,36,0.00,0.0,5.0
2005-12-24,,39,34,0.20,0.0,1.0
2005-12-25,,37,33,0.04,,
2005-12-26,,37,32,0.00,0.0,0.0
2005-12-27,,46,32,0.00,0.0,0.0
2005-12-28,,40,34,0.02,0.0,0.0
2005-12-29,,40,32,0.00,0.0,0.0
2005-12-30,,38,32,0.08,0.3,0.0
2005-12-31,,37,32,0.00,,
2006-01-01,,46,30,0.00,,
2006-01-02,,43,40,0.00,,
2006-01-03,,42,39,0.00,,
2006-01-04,,43,35,0.00,,
2006-01-05,,37,31,0.00,,
2006-01-06,,31,28,0.00,,
2006-01-07,,40,29,0.00,,
2006-01-08,,45,34,0.00,,
2006-01-09,,40,34,0.00,0.0,0.0
2006-01-10,,38,26,0.05,0.0,0.0
2006-01-11,,43,36,0.08,0.0,0.0
2006-01-12,,56,37,0.00,0.0,0.0
2006-01-13,,48,32,0.91,0.5,0.0
2006-01-14,,37,30,0.00,0.0,0.0
2006-01-15,,43,29,0.00,0.0,0.0
2006-01-16,,46,32,0.00,0.0,0.0
2006-01-17,,44,27,0.00,0.0,0.0
2006-01-18,,36,21,0.00,0.0,0.0
2006-01-19,,55,33,0.00,0.0,0.0
2006-01-20,,49,32,0.81,3.2,0.0
2006-01-21,,33,23,0.04,0.8,3.9
2006-01-22,,36,18,0.00,0.0,3.1
2006-01-23,,30,23,0.00,0.0,3.1
2006-01-24,,40,29,0.00,0.0,2.0
2006-01-25,,36,26,0.00,0.0,0.0
2006-01-26,,43,23,0.00,0.0,0.0
2006-01-27,,49,35,0.00,,
2006-01-28,,51,40,0.50,0.0,0.0
2006-01-29,,50,40,0.34,0.0,0.0
2006-01-30,,40,32,0.00,0.0,0.0
2006-01-31,,38,31,0.00,,
2006-02-01,,49,32,0.00,,
2006-02-02,,43,29,0.00,,
2006-02-03,,44,31,0.23,,
2006-02-04,,32,24,0.00,,
2006-02-05,,34,22,0.00,,
2006-02-06,,35,20,0.00,,
2006-02-07,,32,20,0.00,,
2006-02-08,,32,22,0.00,,
2006-02-09,,32,16,0.00,,
2006-02-10,,37,26,0.00,,
2006-02-11,,35,27,0.05,,
2006-02-12,,30,23,0.00,,
2006-02-13,,36,17,0.00,,
2006-02-14,,55,25,0.00,,
2006-02-15,,44,34,0.08,,
2006-02-16,,42,23,0.76,,
2006-02-17,,27,6,0.00,,
2006-02-18,,9,-6,0.00,,
2006-02-19,,20,2,0.00,,
2006-02-20,,33,14,0.00,,
2006-02-21,,39,22,0.00,,
2006-02-22,,47,28,0.00,,
2006-02-23,,44,26,0.00,,
2006-02-24,,47,22,0.00,,
2006-02-25,,44,23,0.00,,
2006-02-26,,34,17,0.00,,
2006-02-27,,39,28,0.00,,
2006-02-28,,38,26,0.00,,
2006-03-01,,43,32,0.00,,
2006-03-02,,39,27,0.00,,
2006-03-03,,37,24,0.00,,
2006-03-04,,39,26,0.00,,
2006-03-05,,33,27,0.22,,
2006-03-06,,36,29,0.01,,
2006-03-07,,43,25,0.08,,
2006-03-08,,56,39,0.16,,
2006-03-09,,58,38,0.64,,
2006-03-10,,54,38,0.01,,
2006-03-11,,66,44,0.18,,
2006-03-12,,58,41,0.21,,
2006-03-13,,64,30,0.57,,
2006-03-14,,41,27,0.00,,
2006-03-15,,43,25,0.00,,
2006-03-16,,38,33,0.00,0.0,0.0
2006-03-17,,39,30,0.00,0.0,0.0
2006-03-18,,40,25,0.00,0.0,0.0
2006-03-19,,47,26,0.00,0.0,0.0
2006-03-20,,37,30,0.00,0.0,0.0
2006-03-21,,33,27,0.00,0.0,0.0
2006-03-22,,49,25,0.00,0.0,0.0
2006-03-23,,41,33,0.00,0.0,0.0
2006-03-24,,39,32,0.04,0.6,1.2
2006-03-25,,44,31,0.00,0.0,0.0
2006-03-26,,45,31,0.00,0.0,0.0
2006-03-27,,51,31,0.10,0.0,0.0
2006-03-28,,44,39,0.11,0.0,0.0
2006-03-29,,50,40,0.00,0.0,0.0
2006-03-30,,70,40,0.00,,
2006-03-31,,71,46,0.06,0.0,0.0
2006-04-01,,48,39,0.00,0.0,0.0
2006-04-02,,60,39,0.22,0.0,0.0
2006-04-03,,54,39,0.43,0.0,0.0
2006-04-04,,56,36,0.00,0.0,0.0
2006-04-05,,55,35,0.00,0.0,0.0
2006-04-06,,57,41,0.00,0.0,0.0
2006-04-07,,55,34,0.00,0.0,0.0
2006-04-08,,42,31,0.00,0.0,0.0
2006-04-09,,55,30,0.00,0.0,0.0
2006-04-10,,70,42,0.00,0.0,0.0
2006-04-11,,75,53,0.00,0.0,0.0
2006-04-12,,76,57,0.05,0.0,0.0
2006-04-13,,79,54,0.04,0.0,0.0
2006-04-14,,79,64,0.00,0.0,0.0
2006-04-15,,66,49,0.00,0.0,0.0
2006-04-16,,64,47,1.35,0.0,0.0
2006-04-17,,57,46,0.04,0.0,0.0
2006-04-18,,65,46,0.00,0.0,0.0
2006-04-19,,75,52,0.00,0.0,0.0
2006-04-20,,74,56,0.13,0.0,0.0
2006-04-21,,70,50,0.00,0.0,0.0
2006-04-22,,69,51,0.01,0.0,0.0
2006-04-23,,72,47,0.00,0.0,0.0
2006-04-24,,72,42,0.00,,
2006-04-25,,46,36,0.17,0.0,0.0
2006-04-26,,63,33,0.00,0.0,0.0
2006-04-27,,69,44,0.00,0.0,0.0
2006-04-28,,67,45,0.00,0.0,0.0
2006-04-29,,61,53,0.16,0.0,0.0
2006-04-30,,60,55,0.68,,
2006-05-01,,60,54,0.19,0.0,0.0
2006-05-02,,70,55,0.05,0.0,0.0
2006-05-03,,73,54,0.00,,
2006-05-04,,68,54,0.00,,
2006-05-05,,60,48,0.00,0.0,0.0
2006-05-06,,56,42,0.00,0.0,0.0
2006-05-07,,71,45,0.00,0.0,0.0
2006-05-08,,74,52,0.00,0.0,0.0
2006-05-09,,73,57,0.00,0.0,0.0
2006-05-10,,73,56,0.24,0.0,0.0
2006-05-11,,57,38,0.54,0.0,0.0
2006-05-12,,45,36,0.13,0.0,0.0
2006-05-13,,50,43,0.06,0.0,0.0
2006-05-14,,56,41,0.08,0.0,0.0
2006-05-15,,61,49,0.13,0.0,0.0
2006-05-16,,64,48,0.02,0.0,0.0
2006-05-17,,73,48,0.26,0.0,0.0
2006-05-18,,62,46,0.02,0.0,0.0
2006-05-19,,61,45,0.00,0.0,0.0
2006-05-20,,73,41,0.00,0.0,0.0
2006-05-21,,63,45,0.00,0.0,0.0
2006-05-22,,59,41,0.00,0.0,0.0
