end_station_name,return_count_weekday,return_count_weekend,return_share_weekday,return_share_weekend,end_lat,end_lng,total_return_count,weekend_minus_weekday_share,weekday_minus_weekend_share,weekend_weekday_share_ratio,orientation
Desplaines St & Jackson Blvd,9179.0,2657.0,0.0029587677549435,0.0022009536085036,41.87811890091227,-87.64394760131836,11836.0,-0.0007578141464398,0.0007578141464398,0.7438751693001586,weekday_oriented
Desplaines St & Kinzie St,14298.0,5357.0,0.0046088311755291,0.0044375267146232,41.888716036,-87.6444478533,19655.0,-0.0001713044609059,0.0001713044609059,0.9628312651921888,weekday_oriented
Desplaines St & Randolph St,5050.0,1642.0,0.0016278218937209,0.0013601677926845,41.883703,-87.644238,6692.0,-0.0002676541010363,0.0002676541010363,0.8355754166692186,weekday_oriented
Dodge Ave & Church St,524.0,172.0,0.0001689066677841,0.0001424779904639,42.048308,-87.698224,696.0,-2.6428677320200382e-05,2.6428677320200382e-05,0.8435318084316962,weekday_oriented
Dodge Ave & Main St,521.0,163.0,0.0001679396448769,0.0001350227467768,42.03463185161588,-87.69918769598006,684.0,-3.291689810010475e-05,3.291689810010475e-05,0.8039968339753484,weekday_oriented
Dodge Ave & Mulford St,303.0,175.0,9.766931362325756e-05,0.0001449630716929,42.023463,-87.699595,478.0,4.729375806967918e-05,-4.729375806967918e-05,1.4842183496216137,weekend_oriented
Dorchester Ave & 49th St,773.0,332.0,0.0002491695690784,0.0002750156560117,41.805772,-87.592464,1105.0,2.584608693326733e-05,-2.584608693326733e-05,1.1037284902019355,weekend_oriented
Dorchester Ave & 53rd St,244.0,92.0,7.865119644909189e-05,7.620915769000103e-05,41.79943,-87.59227,336.0,-2.442038759090854e-06,2.442038759090854e-06,0.9689514232362032,weekday_oriented
Dorchester Ave & 63rd St,632.0,263.0,0.0002037194924419,0.0002178587877442,41.78040564570001,-87.5914159893,895.0,1.413929530233194e-05,-1.413929530233194e-05,1.0694053658169105,weekend_oriented
Drake Ave & Addison St,1494.0,298.0,0.0004815774077661,0.0002468514020828,41.947326,-87.717582,1792.0,-0.0002347260056833,0.0002347260056833,0.5125902617351005,weekday_oriented
Drake Ave & Montrose Ave,976.0,373.0,0.0003146047857963,0.0003089784328083,41.96115407569,-87.7165690733,1349.0,-5.6263529879938185e-06,5.6263529879938185e-06,0.982116180814184,weekday_oriented
Drexel Ave & 60th St,3409.0,1138.0,0.0010988603635039,0.0009426741462089,41.785861,-87.604553,4547.0,-0.0001561862172949,0.0001561862172949,0.8578654027866098,weekday_oriented
DuSable Lake Shore Dr & Belmont Ave,10711.0,6146.0,0.0034525941195337,0.0050911030778559,41.940775,-87.639192,16857.0,0.0016385089583222,-0.0016385089583222,1.4745731548573613,weekend_oriented
DuSable Lake Shore Dr & Diversey Pkwy,12317.0,7044.0,0.0039702737158338,0.0058349707257431,41.932588,-87.636427,19361.0,0.0018646970099092,-0.0018646970099092,1.4696644800100715,weekend_oriented
DuSable Lake Shore Dr & Monroe St,20698.0,17218.0,0.0066718133774725,0.0142627095337656,41.880958,-87.616743,37916.0,0.007590896156293,-0.007590896156293,2.137755897694606,weekend_oriented
DuSable Lake Shore Dr & North Blvd,19730.0,14940.0,0.0063597873194286,0.0123757045205284,41.911722,-87.626804,34670.0,0.0060159172010998,-0.0060159172010998,1.9459304144953515,weekend_oriented
DuSable Lake Shore Dr & Wellington Ave,9542.0,5887.0,0.0030757775267099,0.0048765577317503,41.936688449499705,-87.63682901859283,15429.0,0.0018007802050404,-0.0018007802050404,1.58547134957946,weekend_oriented
DuSable Museum,417.0,170.0,0.0001344161840953,0.0001408212696445,41.79156801058,-87.6078521774,587.0,6.405085549192856e-06,-6.405085549192856e-06,1.0476507939985429,weekend_oriented
Dusable Harbor,11732.0,8761.0,0.0037817042489374,0.0072572655491532,41.88697599432289,-87.61281299950515,20493.0,0.0034755613002157,-0.0034755613002157,1.9190460576461557,weekend_oriented
East End Ave & 87th St,32.0,23.0,1.0314911009716967e-05,1.9052289422500255e-05,41.73681521440671,-87.58280128240585,55.0,8.737378412783289e-06,-8.737378412783289e-06,1.846980785754472,weekend_oriented
Eastlake Ter & Howard St,1008.0,465.0,0.000324919696806,0.0003851875904983,42.01920250193227,-87.66430288553238,1473.0,6.026789369229023e-05,-6.026789369229023e-05,1.1854849330458583,weekend_oriented
Eberhart Ave & 61st St,210.0,75.0,6.769160350126761e-05,6.212703072554431e-05,41.784071072761,-87.61448353528975,285.0,-5.564572775723298e-06,5.564572775723298e-06,0.917796443216738,weekday_oriented
Eberhart Ave & 91st St,31.0,22.0,9.992570040663314e-06,1.822392901282633e-05,41.729285157254864,-87.6110315322876,53.0,8.231358972163018e-06,-8.231358972163018e-06,1.823665510790443,weekend_oriented
Eckhart Park,4912.0,1770.0,0.0015833388399915,0.0014661979251228,41.89637337,-87.66098386,6682.0,-0.0001171409148687,0.0001171409148687,0.926016568326018,weekday_oriented
Eddy/Seminary Corral,804.0,342.0,0.0002591621391191,0.0002832992601084,41.9461279,-87.6566721,1146.0,2.413712098934325e-05,-2.413712098934325e-05,1.0931348534802523,weekend_oriented
Edgebrook Metra,302.0,91.0,9.73469726542039e-05,7.53807972803271e-05,41.99751,-87.76539,393.0,-2.19661753738768e-05,2.19661753738768e-05,0.7743540540705014,weekday_oriented
Eggleston Ave & 69th St,53.0,18.0,1.7084071359843728e-05,1.4910487374130636e-05,41.768898,-87.635876,71.0,-2.173583985713092e-06,2.173583985713092e-06,0.8727787587225523,weekday_oriented
Eggleston Ave & 92nd St,41.0,23.0,1.3215979731199866e-05,1.9052289422500255e-05,41.727575659299575,-87.63482809066771,64.0,5.836309691300392e-06,-5.836309691300392e-06,1.441576654424555,weekend_oriented
Elizabeth St & 47th St,73.0,18.0,2.3530890740916837e-05,1.4910487374130636e-05,41.80839,-87.656526,91.0,-8.620403366786198e-06,8.620403366786198e-06,0.6336714520012117,weekday_oriented
Elizabeth St & Fulton St,5744.0,980.0,0.0018515265262441,0.0008117932014804,41.88678352528257,-87.65919419155264,6724.0,-0.0010397333247637,0.0010397333247637,0.4384456563425561,weekday_oriented
Elizabeth St & Randolph St,7487.0,2239.0,0.0024133668353047,0.0018546989572599,41.884336,-87.658902,9726.0,-0.0005586678780448,0.0005586678780448,0.768511094797838,weekday_oriented
Ellis Ave & 53rd St,4401.0,1470.0,0.0014186226048051,0.0012176898022206,41.79933626261,-87.6009581145,5871.0,-0.0002009328025844,0.0002009328025844,0.8583607364886133,weekday_oriented
Ellis Ave & 55th St,13088.0,4088.0,0.0042187986029742,0.003386337354747,41.79430062054,-87.6014497734,17176.0,-0.0008324612482272,0.0008324612482272,0.8026781723312111,weekday_oriented
Ellis Ave & 58th St,7008.0,935.0,0.002258965511128,0.0007745169830451,41.788746136093295,-87.60133399414377,7943.0,-0.0014844485280828,0.0014844485280828,0.3428638624033267,weekday_oriented
Ellis Ave & 60th St,13248.0,4417.0,0.0042703731580228,0.0036588679295297,41.78509714636001,-87.6010727606,17665.0,-0.0006115052284931,0.0006115052284931,0.85680289223738,weekday_oriented
Ellis Ave & 83rd St,57.0,17.0,1.837343523605835e-05,1.4082126964456713e-05,41.744123,-87.599034,74.0,-4.291308271601639e-06,4.291308271601639e-06,0.7664522355941428,weekday_oriented
Elmwood Ave & Austin St,777.0,301.0,0.0002504589329546,0.0002493364833118,42.02578400000001,-87.684107,1078.0,-1.1224496428389606e-06,1.1224496428389606e-06,0.99551844628561,weekday_oriented
Elston Ave & Carmen Ave,187.0,95.0,6.027776121303354e-05,7.86942389190228e-05,41.97354,-87.74955,282.0,1.841647770598927e-05,-1.841647770598927e-05,1.305521834480023,weekend_oriented
Elston Ave & Cortland St,8979.0,2125.0,0.0028942995611327,0.001760265870557,41.91643343189861,-87.66674637967343,11104.0,-0.0011340336905756,0.0011340336905756,0.608183854225615,weekday_oriented
Elston Ave & George St,1104.0,440.0,0.0003558644298352,0.0003644785802565,41.934003,-87.690823,1544.0,8.61415042129125e-06,-8.61415042129125e-06,1.0242062018366875,weekend_oriented
Elston Ave & Henderson St,705.0,196.0,0.0002272503831828,0.000162358640296,41.941499,-87.701051,901.0,-6.489174288673783e-05,6.489174288673783e-05,0.7144495141112892,weekday_oriented
Elston Ave & Wabansia Ave,2045.0,704.0,0.0006591872817147,0.0005831657284104,41.912919,-87.664169,2749.0,-7.602155330428239e-05,7.602155330428239e-05,0.8846739916150663,weekday_oriented
Emerald Ave & 28th St,1107.0,508.0,0.0003568314527423,0.0004208070881143,41.84358000000001,-87.64536800000002,1615.0,6.397563537195711e-05,-6.397563537195711e-05,1.1792876036926558,weekend_oriented
Emerald Ave & 31st St,2532.0,1068.0,0.0008161673336438,0.0008846889175317,41.83819799627639,-87.64514298911445,3600.0,6.852158388789592e-05,-6.852158388789592e-05,1.083955210050818,weekend_oriented
Evanston Civic Center,1044.0,452.0,0.000336523971692,0.0003744189051726,42.057044,-87.686554,1496.0,3.789493348059763e-05,-3.789493348059763e-05,1.1126066017926262,weekend_oriented
Ewing Ave & 106th St,85.0,44.0,2.73989823695607e-05,3.644785802565266e-05,41.70266,-87.53564,129.0,9.048875656091964e-06,-9.048875656091964e-06,1.33025114885273,weekend_oriented
Ewing Ave & 98th St,38.0,25.0,1.22489568240389e-05,2.0709010241848105e-05,41.71781,-87.53504,63.0,8.460053417809205e-06,-8.460053417809205e-06,1.6906190396693872,weekend_oriented
Ewing Ave & Burnham Greenway,66.0,26.0,2.127450395754125e-05,2.1537370651522028e-05,41.70999,-87.5355,92.0,2.628666939807793e-07,-2.628666939807793e-07,1.0123553686204272,weekend_oriented
Exchange Ave & 79th St,121.0,56.0,3.9003257255492285e-05,4.638818294173976e-05,41.75211500633265,-87.55200700025293,177.0,7.384925686247472e-06,-7.384925686247472e-06,1.189336400841413,weekend_oriented
Fairbanks Ct & Grand Ave,11156.0,4623.0,0.0035960358507625,0.0038295101739225,41.89184737210993,-87.62058019638062,15779.0,0.0002334743231599,-0.0002334743231599,1.0649254534503625,weekend_oriented
Fairbanks St & Superior St,5154.0,1393.0,0.0016613453545025,0.0011539060506757,41.895748,-87.620104,6547.0,-0.0005074393038267,0.0005074393038267,0.6945614004861097,weekday_oriented
Fairfield Ave & 44th St,252.0,86.0,8.122992420152113e-05,7.123899523195749e-05,41.813617,-87.6932272,338.0,-9.990928969563644e-06,9.990928969563644e-06,0.8770058439224732,weekday_oriented
Fairfield Ave & Pratt Blvd,300.0,104.0,9.670229071609658e-05,8.614948260608811e-05,42.0044482,-87.69859730000002,404.0,-1.0552808110008464e-05,1.0552808110008464e-05,0.8908743639242888,weekday_oriented
Fairfield Ave & Roosevelt Rd,185.0,112.0,5.963307927492623e-05,9.277636588347951e-05,41.866624,-87.694521,297.0,3.314328660855329e-05,-3.314328660855329e-05,1.5557776192997874,weekend_oriented
Farragut Ave & Central Ave,189.0,84.0,6.092244315114085e-05,6.958227441260963e-05,41.97666,-87.76823,273.0,8.659831261468784e-06,-8.659831261468784e-06,1.1421428404823606,weekend_oriented
Federal St & Polk St,11632.0,4363.0,0.0037494701520321,0.0036141364674073,41.87207763285,-87.6295437729,15995.0,-0.0001353336846247,0.0001353336846247,0.9639059272261796,weekday_oriented
Field Blvd & South Water St,8408.0,4106.0,0.0027102428678031,0.0034012478421211,41.88634906269,-87.6175165471,12514.0,0.0006910049743179,-0.0006910049743179,1.2549604419465443,weekend_oriented
Field Museum,5521.0,4607.0,0.0017796444901452,0.0038162564073677,41.8653120005395,-87.61786701481803,10128.0,0.0020366119172225,-0.0020366119172225,2.144391918783969,weekend_oriented
Financial Pl & Ida B Wells Dr,6890.0,1614.0,0.0022209292767796,0.0013369737012137,41.8750236280333,-87.6330940425396,8504.0,-0.0008839555755659,0.0008839555755659,0.6019885969370937,weekday_oriented
Fort Dearborn Dr & 31st St,786.0,661.0,0.0002533600016761,0.0005475462307944,41.83855595291223,-87.60821812148446,1447.0,0.0002941862291182,-0.0002941862291182,2.1611346149250608,weekend_oriented
Fort Dearborn Dr & 31st St*,2263.0,1934.0,0.0007294576129684,0.0016020490323093,41.83867628233386,-87.60883195345701,4197.0,0.0008725914193409,-0.0008725914193409,2.1962178577754647,weekend_oriented
Francisco Ave & 47th St,80.0,45.0,2.5787277524292425e-05,3.727621843532659e-05,41.80849,-87.69673000000002,125.0,1.1488940911034168e-05,-1.1488940911034168e-05,1.4455102090557097,weekend_oriented
Francisco Ave & 85th St,81.0,26.0,2.610961849334608e-05,2.1537370651522028e-05,41.738902,-87.695518,107.0,-4.572247841824049e-06,4.572247841824049e-06,0.824889332170005,weekday_oriented
Francisco Ave & Bloomingdale Ave,680.0,262.0,0.0002191918589564,0.0002170304273345,41.9139595955414,-87.69938705732484,942.0,-2.161431621917442e-06,2.161431621917442e-06,0.9901391330346828,weekday_oriented
Francisco Ave & Chicago Ave,1397.0,571.0,0.0004503103337679,0.0004729937939238,41.895745,-87.698653,1968.0,2.2683460155854297e-05,-2.2683460155854297e-05,1.0503728386448807,weekend_oriented
Francisco Ave & Foster Ave,1692.0,586.0,0.0005454009196387,0.0004854192000689,41.97563272521,-87.7014194389,2278.0,-5.998171956986514e-05,5.998171956986514e-05,0.8900229034588097,weekday_oriented
Francisco Ave & Hollywood Ave,53.0,17.0,1.7084071359843728e-05,1.4082126964456713e-05,41.984746,-87.701593,70.0,-3.001944395387017e-06,3.001944395387017e-06,0.8242943016063309,weekday_oriented
Francisco Ave & Montrose Ave,860.0,282.0,0.0002772132333861,0.000233597635528,41.9610471,-87.700901,1142.0,-4.36155978580969e-05,4.36155978580969e-05,0.8426646520803176,weekday_oriented
Franklin St & Adams St,7117.0,999.0,0.0022941006767548,0.0008275320492642,41.879434091400135,-87.63550400733948,8116.0,-0.0014665686274906,0.0014665686274906,0.3607220454303674,weekday_oriented
Franklin St & Adams St (Temp),1501.0,131.0,0.0004838337945495,0.0001085152136672,41.87943409140013,-87.63550400733948,1632.0,-0.0003753185808822,0.0003753185808822,0.2242836085575772,weekday_oriented
Franklin St & Adams St Corral,1829.0,41.0,0.0005895616323991,3.396277679663089e-05,41.87942,-87.63558,1870.0,-0.0005555988556025,0.0005555988556025,0.057608428570889,weekday_oriented
Franklin St & Chicago Ave,9079.0,2562.0,0.0029265336580381,0.0021222593695845,41.896792266987376,-87.63564033012628,11641.0,-0.0008042742884535,0.0008042742884535,0.725178621669663,weekday_oriented
Franklin St & Chicago Ave*,117.0,35.0,3.771389337927766e-05,2.899261433858735e-05,41.89679,-87.63564,152.0,-8.721279040690314e-06,8.721279040690314e-06,0.7687576906824242,weekday_oriented
Franklin St & Illinois St,9513.0,3384.0,0.0030664296386074,0.0028031716263365,41.89102335487364,-87.63548087376064,12897.0,-0.0002632580122708,0.0002632580122708,0.914148388371694,weekday_oriented
Franklin St & Jackson Blvd,12118.0,2768.0,0.0039061278629921,0.0022929016139774,41.87770795589999,-87.6353211408,14886.0,-0.0016132262490147,0.0016132262490147,0.5870012727181254,weekday_oriented
Franklin St & Lake St,11187.0,1915.0,0.0036060284208032,0.0015863101845255,41.885837,-87.63549999999998,13102.0,-0.0020197182362776,0.0020197182362776,0.4399052252247611,weekday_oriented
Franklin St & Madison St,406.0,64.0,0.0001308704334357,5.301506621913115e-05,41.88139,-87.63542000000001,470.0,-7.785536721665288e-05,7.785536721665288e-05,0.4051003708547677,weekday_oriented
Franklin St & Monroe St,18703.0,774.0,0.0060287431442105,0.0006411509570876,41.88031616332084,-87.63518440237203,19477.0,-0.0053875921871228,0.0053875921871228,0.1063491735178916,weekday_oriented
Franklin St & Monroe St Corral,197.0,4.0,6.350117090357009e-05,3.313441638695697e-06,41.88056,-87.63524,201.0,-6.01877292648744e-05,6.01877292648744e-05,0.0521941469328469,weekday_oriented
Franklin St & Washington St,3725.0,403.0,0.0012007201097248,0.0003338292450985,41.88318,-87.63511,4128.0,-0.0008668908646262,0.0008668908646262,0.2780247989269428,weekday_oriented
Fulton Market,3015.0,883.0,0.0009718580216967,0.000731442241742,41.886871,-87.648089,3898.0,-0.0002404157799546,0.0002404157799546,0.7526227831533084,weekday_oriented
Glenwood Ave & Morse Ave,2984.0,1446.0,0.0009618654516561,0.0011978091523884,42.00797192287,-87.6655023944,4430.0,0.0002359437007323,-0.0002359437007323,1.2452977753056544,weekend_oriented
Glenwood Ave & Touhy Ave,1083.0,477.0,0.0003490952694851,0.0003951279154144,42.012701,-87.666058,1560.0,4.603264592935319e-05,-4.603264592935319e-05,1.131862325533435,weekend_oriented
Grace St & Central Ave,120.0,48.0,3.868091628643863e-05,3.976129966434836e-05,41.9495327,-87.7672648,168.0,1.0803833779097303e-06,-1.0803833779097303e-06,1.0279299342335968,weekend_oriented
Grace St & Cicero Ave,227.0,89.0,7.317139997517975e-05,7.372407646097926e-05,41.94973,-87.74695,316.0,5.52676485799511e-07,-5.52676485799511e-07,1.007553073098422,weekend_oriented
Grace/Sheffield,89.0,75.0,2.868834624577532e-05,6.212703072554431e-05,41.95120000000001,-87.6546,164.0,3.3438684479768994e-05,-3.3438684479768994e-05,2.165543620036063,weekend_oriented
Grace/Sheffield Corral,380.0,139.0,0.0001224895682403,0.0001151420969446,41.9511586,-87.6546115,519.0,-7.347471295713538e-06,7.347471295713538e-06,0.940016024080368,weekday_oriented
Granville Ave & Clark St,114.0,55.0,3.67468704721167e-05,4.555982253206583e-05,41.9944,-87.66983,169.0,8.81295205994913e-06,-8.81295205994913e-06,1.2398221161314955,weekend_oriented
Granville Ave & Pulaski Rd,90.0,19.0,2.9010687214828973e-05,1.573884778380456e-05,41.9924402,-87.72890720000001,109.0,-1.3271839431024412e-05,1.3271839431024412e-05,0.5425347263415734,weekday_oriented
Green St & Chicago Ave,1231.0,372.0,0.000396801732905,0.0003081500723986,41.89466827448534,-87.64995936930755,1603.0,-8.865166050634984e-05,8.865166050634984e-05,0.7765850556085682,weekday_oriented
Green St & Lake St,2923.0,1024.0,0.0009422026525438,0.000848241059506,41.88558,-87.64841,3947.0,-9.396159303773592e-05,9.396159303773592e-05,0.900274645737096,weekday_oriented
Green St & Madison St,13280.0,4796.0,0.0042806880690325,0.0039728165247961,41.88185932803824,-87.64926373958588,18076.0,-0.0003078715442364,0.0003078715442364,0.9280789753071268,weekday_oriented
Green St & Randolph St*,6289.0,2359.0,0.0020272023543784,0.0019541022064207,41.8836016120626,-87.64862672558314,8648.0,-7.31001479576509e-05,7.31001479576509e-05,0.9639403970994,weekday_oriented
Green St & Washington Blvd,4948.0,1958.0,0.0015949431148774,0.0016219296821415,41.88318130575352,-87.64872461685994,6906.0,2.698656726405724e-05,-2.698656726405724e-05,1.0169200707487671,weekend_oriented
Greenview Ave & Diversey Pkwy,3947.0,1665.0,0.0012722798048547,0.001379220082107,41.93258963429789,-87.66593635082245,5612.0,0.0001069402772523,-0.0001069402772523,1.084053989374235,weekend_oriented
Greenview Ave & Fullerton Ave,5695.0,2303.0,0.0018357318187605,0.001907714023479,41.92533,-87.6658,7998.0,7.198220471848083e-05,-7.198220471848083e-05,1.039211700081214,weekend_oriented
Greenview Ave & Jarvis Ave,2024.0,889.0,0.0006524181213645,0.0007364124042001,42.015962,-87.66857,2913.0,8.399428283552041e-05,-8.399428283552041e-05,1.128742828168246,weekend_oriented
Greenwood Ave & 47th St,1125.0,445.0,0.0003626335901853,0.0003686203823048,41.809835,-87.59938299999999,1570.0,5.986792119534116e-06,-5.986792119534116e-06,1.016509159031062,weekend_oriented
Griffin Museum of Science and Industry,3266.0,2234.0,0.0010527656049292,0.0018505571552115,41.79172820953,-87.583945009,5500.0,0.0007977915502823,-0.0007977915502823,1.757804765602279,weekend_oriented
Hale Ave & 107th St,107.0,18.0,3.4490483688741115e-05,1.4910487374130636e-05,41.69920616812768,-87.66891896724701,125.0,-1.957999631461048e-05,1.957999631461048e-05,0.432323744281204,weekday_oriented
Halsted St & 104th St,59.0,24.0,1.901811717416566e-05,1.988064983217418e-05,41.70513978893236,-87.6424241065979,83.0,8.625326580085206e-07,-8.625326580085206e-07,1.0453508251781596,weekend_oriented
Halsted St & 18th St,2919.0,1151.0,0.0009409132886676,0.0009534428315346,41.85750568031716,-87.64599144458771,4070.0,1.252954286706711e-05,-1.252954286706711e-05,1.0133163488087842,weekend_oriented
Halsted St & 21st St,1686.0,600.0,0.0005434668738244,0.0004970162458043,41.85377981072743,-87.6466029882431,2286.0,-4.645062802010832e-05,4.645062802010832e-05,0.9145292109113488,weekday_oriented
Halsted St & 35th St,1625.0,672.0,0.0005238040747121,0.0005566581953008,41.830661,-87.647172,2297.0,3.285412058868728e-05,-3.285412058868728e-05,1.0627220356861555,weekend_oriented
Halsted St & 37th St,474.0,144.0,0.0001527896193314,0.000119283898993,41.827059,-87.64572,618.0,-3.35057203383875e-05,3.35057203383875e-05,0.7807082628174504,weekday_oriented
Halsted St & 47th Pl,179.0,75.0,5.769903346060429e-05,6.212703072554431e-05,41.80813391481,-87.6456165545,254.0,4.427997264940018e-06,-4.427997264940018e-06,1.0767416758599162,weekend_oriented
Halsted St & 51st St,222.0,78.0,7.155969512991147e-05,6.461211195456608e-05,41.80183164049,-87.645213904,300.0,-6.947583175345389e-06,6.947583175345389e-06,0.9029134196819536,weekday_oriented
Halsted St & 59th St,51.0,22.0,1.6439389421736417e-05,1.822392901282633e-05,41.787539,-87.644874,73.0,1.784539591089914e-06,-1.784539591089914e-06,1.1085460657477195,weekend_oriented
Halsted St & 63rd St,90.0,16.0,2.9010687214828973e-05,1.3253766554782788e-05,41.77938114228001,-87.6446208145,106.0,-1.5756920660046185e-05,1.5756920660046185e-05,0.4568767909509163,weekday_oriented
Halsted St & 69th St,117.0,26.0,3.771389337927766e-05,2.1537370651522028e-05,41.76906172032,-87.6446135779,143.0,-1.6176522727755635e-05,1.6176522727755635e-05,0.571083959721764,weekday_oriented
Halsted St & 78th St,47.0,29.0,1.5150025545521796e-05,2.40224518805438e-05,41.75248701249013,-87.6439021574879,76.0,8.872426335022005e-06,-8.872426335022005e-06,1.585599061156915,weekend_oriented
Halsted St & 96th St,141.0,68.0,4.5450076636565394e-05,5.632850785782685e-05,41.71971218361882,-87.6430195569992,209.0,1.087843122126145e-05,-1.087843122126145e-05,1.2393437521457908,weekend_oriented
Halsted St & Archer Ave,1624.0,747.0,0.0005234817337431,0.0006187852260264,41.847203,-87.646795,2371.0,9.530349228328524e-05,-9.530349228328524e-05,1.1820566107344603,weekend_oriented
Halsted St & Armitage Ave,1123.0,634.0,0.0003619889082472,0.0005251804997332,41.91823000000001,-87.64878999999999,1757.0,0.000163191591486,-0.000163191591486,1.4508180691450276,weekend_oriented
Halsted St & Belden St,1377.0,640.0,0.0004438635143868,0.0005301506621913,41.92365,-87.64894,2017.0,8.62871478044282e-05,-8.62871478044282e-05,1.1943997436326217,weekend_oriented
Halsted St & Clybourn Ave,12290.0,4629.0,0.0039615705096694,0.0038344803363805,41.909668,-87.648128,16919.0,-0.0001270901732888,0.0001270901732888,0.9679192530089068,weekday_oriented
Halsted St & Court Pl,59.0,19.0,1.901811717416566e-05,1.573884778380456e-05,41.883700000000005,-87.64721999999999,78.0,-3.2792693903611e-06,3.2792693903611e-06,0.8275803571568796,weekday_oriented
Halsted St & Dickens Ave,7648.0,3879.0,0.0024652637313223,0.0032132100291251,41.919936,-87.64883,11527.0,0.0007479462978027,-0.0007479462978027,1.3033939066664058,weekend_oriented
Halsted St & Dickens Ave*,66.0,28.0,2.127450395754125e-05,2.319409147086988e-05,41.919936,-87.64883000000002,94.0,1.919587513328629e-06,-1.919587513328629e-06,1.0902252429441617,weekend_oriented
Halsted St & Fulton St,10542.0,3300.0,0.0033981184957636,0.0027335893519239,41.88685835666811,-87.64802209919087,13842.0,-0.0006645291438396,0.0006645291438396,0.8044420907892912,weekday_oriented
Halsted St & Lake St,911.0,337.0,0.0002936526228078,0.0002791574580601,41.885760000000005,-87.64711,1248.0,-1.4495164747767514e-05,1.4495164747767514e-05,0.950638563184862,weekday_oriented
Halsted St & Maxwell St,6559.0,1695.0,0.0021142344160229,0.0014040708943973,41.864883,-87.64707099999998,8254.0,-0.0007101635216256,0.0007101635216256,0.6641038570049557,weekday_oriented
Halsted St & Melrose St,278.0,112.0,8.961078939691617e-05,9.277636588347951e-05,41.94112,-87.64907000000001,390.0,3.1655764865633483e-06,-3.1655764865633483e-06,1.0353254466612882,weekend_oriented
Halsted St & North Branch St,870.0,217.0,0.0002804366430766,0.0001797542088992,41.89939028549696,-87.64854490756989,1087.0,-0.0001006824341774,0.0001006824341774,0.640981028535071,weekday_oriented
Halsted St & Polk St,7849.0,1880.0,0.0025300542661021,0.0015573175701869,41.87184,-87.64664,9729.0,-0.0009727366959151,0.0009727366959151,0.6155274910599947,weekday_oriented
Halsted St & Roosevelt Rd,4419.0,853.0,0.0014244247422481,0.0007065914294518,41.867324,-87.648625,5272.0,-0.0007178333127962,0.0007178333127962,0.4960542403120829,weekday_oriented
Halsted St & Roscoe St,9475.0,4982.0,0.0030541806817833,0.0041268915609954,41.943667741716816,-87.64895781893892,14457.0,0.0010727108792121,-0.0010727108792121,1.35122693768032,weekend_oriented
Halsted St & Willow St,5938.0,2513.0,0.0019140606742406,0.0020816697095105,41.913865,-87.648755,8451.0,0.0001676090352699,-0.0001676090352699,1.0875672072251614,weekend_oriented
Halsted St & Wrightwood Ave,9224.0,4503.0,0.0029732730985509,0.0037301069247616,41.929143,-87.64907700000002,13727.0,0.0007568338262107,-0.0007568338262107,1.2545455955707625,weekend_oriented
Hamilton Park,38.0,20.0,1.22489568240389e-05,1.6567208193478485e-05,41.76252,-87.63734000000001,58.0,4.318251369439585e-06,-4.318251369439585e-06,1.3525115583236662,weekend_oriented
Hamlin Ave & Grand Ave,83.0,37.0,2.6754300431453388e-05,3.06493351579352e-05,41.90403446332501,-87.72156312600833,120.0,3.895034726481808e-06,-3.895034726481808e-06,1.145579928599973,weekend_oriented
Hampden Ct & Diversey Ave,1797.0,730.0,0.0005792467213894,0.0006047030990619,41.9325593,-87.6423847,2527.0,2.5456377672546104e-05,-2.5456377672546104e-05,1.04394730739982,weekend_oriented
Hampden Ct & Diversey Pkwy,2881.0,1451.0,0.0009286643318435,0.0012019509544368,41.93247,-87.64242,4332.0,0.0002732866225932,-0.0002732866225932,1.2942789110591175,weekend_oriented
Harding Ave & 26th St,89.0,31.0,2.868834624577532e-05,2.567917269989165e-05,41.844218,-87.723347,120.0,-3.009173545883665e-06,3.009173545883665e-06,0.8951118118863798,weekday_oriented
Harding Ave & 31st St,42.0,10.0,1.3538320700253522e-05,8.283604096739242e-06,41.83672,-87.72303000000001,52.0,-5.25471660351428e-06,5.25471660351428e-06,0.6118921532440039,weekday_oriented
Harding Ave & Chicago Ave,107.0,17.0,3.4490483688741115e-05,1.4082126964456713e-05,41.895313,-87.724738,124.0,-2.0408356724284404e-05,2.0408356724284404e-05,0.4083073691913635,weekday_oriented
Harding Ave & Division St,98.0,38.0,3.158941496725821e-05,3.147769556760912e-05,41.9023453,-87.7250744,136.0,-1.1171939964909057e-07,1.1171939964909057e-07,0.9964635032567668,weekday_oriented
Harlem Ave & Bloomingdale Ave,103.0,35.0,3.3201119812526494e-05,2.899261433858735e-05,41.91203,-87.80577,138.0,-4.208505473939145e-06,4.208505473939145e-06,0.873245880151563,weekday_oriented
Harlem Ave & Grace St,32.0,25.0,1.0314911009716967e-05,2.0709010241848105e-05,41.94894,-87.80683,57.0,1.0394099232131136e-05,-1.0394099232131136e-05,2.0075793812432576,weekend_oriented
Harlem Ave & Irving Park Rd,119.0,72.0,3.8358575317384974e-05,5.964194949652255e-05,41.95326,-87.80714,191.0,2.128337417913757e-05,-2.128337417913757e-05,1.554838629026524,weekend_oriented
